source, interaction, target
Bombus lapidarius, visitsFlowersOf , Echinops bannaticus 
Bombus lapidarius, visitsFlowersOf , Viola odorata 
Bombus lapidarius, visitsFlowersOf , Fritillaria meleagris 
Bombus lapidarius, visitsFlowersOf , Malva thuringiaca 
Bombus lapidarius, visitsFlowersOf , Echinacea purpurea 
Bombus lapidarius, visitsFlowersOf , Inula helenium 
Bombus lapidarius, visitsFlowersOf , Silphium perfoliatum 
Bombus lapidarius, visitsFlowersOf , Brassica napus 
Bombus lapidarius, visitsFlowersOf , Origanum vulgare 
Bombus lapidarius, visitsFlowersOf , Knautia arvensis 
Bombus lapidarius, visitsFlowersOf , Bombus lapidarius 
Bombus lapidarius, visits , Jacobaea vulgaris 
Bombus lapidarius, visits , Inula helenium 
Bombus lapidarius, visits , Origanum vulgare 
Bombus lapidarius, eats , Trifolium repens 
Bombus lapidarius, eats , Centaurea nigra 
Bombus lapidarius, eats , Lavandula angustifolia 
Vespula vulgaris, visitsFlowersOf , Impatiens glandulifera 
Vespula vulgaris, visitsFlowersOf , Dahlia pinnata 
Vespula vulgaris, visitsFlowersOf , Viburnum tinus 
Vespula vulgaris, visitsFlowersOf , Calluna vulgaris 
Vespula vulgaris, visits , Salix udensis 
Vespula vulgaris, visits , Scrophularia nodosa 
Vespula vulgaris, visits , Achillea millefolium 
Vespula vulgaris, visits , Helianthus annuus 
Vespula vulgaris, visits , Tanacetum vulgare 
Vespula vulgaris, eats , Kniphofia uvaria 
Vespula vulgaris, eats , Ribes divaricatum 
Vespula vulgaris, eats , Leycesteria formosa 
Vespula germanica, visitsFlowersOf , Solidago altissima 
Vespula germanica, visitsFlowersOf , Lobularia maritima 
Vespula germanica, visitsFlowersOf , Rubus ulmifolius 
Vespula germanica, visits , Ageratina altissima 
Vespula germanica, visits , Solidago canadensis 
Vespula germanica, visits , Lobularia maritima 
Vespula germanica, visits , Papaver nudicaule 
Vespula germanica, visits , Liriodendron tulipifera 
Vespula germanica, visits , Helianthus annuus 
Vespula germanica, visits , Tripleurospermum inodorum 
Vespula germanica, preysOn , Mimas tiliae 
Vespula germanica, preysOn , Exaireta spinigera 
Vespula germanica, eats , Solidago rugosa 
Vespula germanica, eats , Mimas tiliae 
Vespula germanica, eats , Prunus laurocerasus 
Vespula germanica, eats , Hydrangea arborescens 
Vespula germanica, eats , Corylus avellana 
Vespula germanica, eats , Columba palumbus 
Vespula germanica, eats , Calliptamus italicus 
Pararge aegeria, visitsFlowersOf , Dipsacus fullonum 
Pararge aegeria, visitsFlowersOf , Leucanthemum superbum 
Pararge aegeria, visitsFlowersOf , Solidago canadensis 
Pararge aegeria, visitsFlowersOf , Isatis tinctoria 
Pararge aegeria, visitsFlowersOf , Symphyotrichum salignum 
Pararge aegeria, visitsFlowersOf , Euphorbia paralias 
Pararge aegeria, visitsFlowersOf , Euphorbia amygdaloides 
Pararge aegeria, visitsFlowersOf , Eryngium maritimum 
Pararge aegeria, visitsFlowersOf , Geranium sylvaticum 
Pararge aegeria, visitsFlowersOf , Calluna vulgaris 
Pararge aegeria, visitsFlowersOf , Erysimum cheiri 
Pararge aegeria, visitsFlowersOf , Malus domestica 
Pararge aegeria, visitsFlowersOf , Geranium pratense 
Pararge aegeria, visitsFlowersOf , Geranium pyrenaicum 
Pararge aegeria, visitsFlowersOf , Trifolium pratense 
Pararge aegeria, visitsFlowersOf , Cirsium tuberosum 
Pararge aegeria, visitsFlowersOf , Cirsium heterophyllum 
Pararge aegeria, visitsFlowersOf , Cirsium dissectum 
Pararge aegeria, visitsFlowersOf , Cirsium acaule 
Pararge aegeria, visitsFlowersOf , Mentha aquatica 
Pararge aegeria, visitsFlowersOf , Hypericum androsaemum 
Pararge aegeria, visitsFlowersOf , Anthriscus sylvestris 
Pararge aegeria, visitsFlowersOf , Hypericum calycinum 
Pararge aegeria, visitsFlowersOf , Hypericum perforatum 
Pararge aegeria, visitsFlowersOf , Buddleja davidii 
Pararge aegeria, visitsFlowersOf , Impatiens glandulifera 
Pararge aegeria, visitsFlowersOf , Echium vulgare 
Pararge aegeria, visitsFlowersOf , Mentha spicata 
Pararge aegeria, visitsFlowersOf , Origanum vulgare 
Pararge aegeria, visitsFlowersOf , Ligustrum ovalifolium 
Pararge aegeria, visitsFlowersOf , Hypericum maculatum 
Pararge aegeria, visitsFlowersOf , Sambucus nigra 
Pararge aegeria, visitsFlowersOf , Viburnum lantana 
Pararge aegeria, visitsFlowersOf , Viburnum opulus 
Pararge aegeria, visitsFlowersOf , Centranthus ruber 
Pararge aegeria, visitsFlowersOf , Leucanthemum vulgare 
Pararge aegeria, visitsFlowersOf , Mentha arvensis 
Pararge aegeria, visitsFlowersOf , Eupatorium cannabinum 
Pararge aegeria, visitsFlowersOf , Cirsium vulgare 
Pararge aegeria, visitsFlowersOf , Tanacetum vulgare 
Pararge aegeria, visitsFlowersOf , Cirsium arvense 
Pararge aegeria, visitsFlowersOf , Bellis perennis 
Pararge aegeria, visitsFlowersOf , Centaurea nigra 
Pararge aegeria, visitsFlowersOf , Centaurea scabiosa 
Pararge aegeria, visitsFlowersOf , Scabiosa columbaria 
Pararge aegeria, visitsFlowersOf , Knautia arvensis 
Pararge aegeria, visitsFlowersOf , Hypericum hirsutum 
Pararge aegeria, visitsFlowersOf , Geranium molle 
Pararge aegeria, visitsFlowersOf , Geranium dissectum 
Pararge aegeria, visitsFlowersOf , Cirsium eriophorum 
Pararge aegeria, visitsFlowersOf , Aster tripolium 
Pararge aegeria, visitsFlowersOf , Cirsium palustre 
Pararge aegeria, visitsFlowersOf , Geranium robertianum 
Pararge aegeria, visitsFlowersOf , Silene dioica 
Pararge aegeria, visitsFlowersOf , Ranunculus acris 
Pararge aegeria, visitsFlowersOf , Leontodon hispidus 
Pararge aegeria, visitsFlowersOf , Senecio jacobaea 
Pararge aegeria, visitsFlowersOf , Myosotis arvensis 
Pararge aegeria, visitsFlowersOf , Lonicera periclymenum 
Pararge aegeria, visitsFlowersOf , Myosotis scorpioides 
Pararge aegeria, visitsFlowersOf , Geranium sanguineum 
Pararge aegeria, visitsFlowersOf , Epilobium hirsutum 
Pararge aegeria, visitsFlowersOf , Montia fontana 
Pararge aegeria, visitsFlowersOf , Hypericum pulchrum 
Pararge aegeria, visitsFlowersOf , Tanacetum parthenium 
Pararge aegeria, visitsFlowersOf , Hesperis matronalis 
Pararge aegeria, visitsFlowersOf , Cardamine pratensis 
Pararge aegeria, visitsFlowersOf , Pulicaria dysenterica 
Pararge aegeria, visitsFlowersOf , Geranium endressii 
Pararge aegeria, visitsFlowersOf , Geranium phaeum 
Pararge aegeria, pollinates , Cirsium arvense 
Vespula vulgaris, visitsFlowersOf , Malus domestica 
Vespula vulgaris, pollinates , Scrophularia nodosa 
Vespula germanica, visitsFlowersOf , Opulaster opulifolius 
Vespula germanica, visitsFlowersOf , Daucus carota 
Vespula germanica, visitsFlowersOf , Petroselinum crispum 
Vespula germanica, visitsFlowersOf , Monarda fistulosa 
Vespula germanica, visitsFlowersOf , Ranunculus acris 
Vespula germanica, pollinates , Rosa eglanteria 
Vespula germanica, pollinates , Opulaster opulifolius 
Vespula germanica, pollinates , Digitalis purpurea 
Vespula germanica, pollinates , Monarda fistulosa 
Vespula germanica, pollinates , Scrophularia nodosa 
Lucilia caesar, visitsFlowersOf , Polygonum sieboldii 
Lucilia caesar, visitsFlowersOf , Cirsium arvense 
Lucilia caesar, pollinates , Polygonum sieboldii 
Melanostoma scalare, visitsFlowersOf , Senecio gallicus 
Melanostoma scalare, visitsFlowersOf , Coleostephus myconis 
Melanostoma scalare, visitsFlowersOf , Myosoton aquaticum 
Melanostoma scalare, visitsFlowersOf , Mercurialis perennis 
Melanostoma scalare, visitsFlowersOf , Salix fragilis 
Melanostoma scalare, visitsFlowersOf , Prunus laurocerasus 
Melanostoma scalare, visitsFlowersOf , Crataegus monogyna 
Melanostoma scalare, visitsFlowersOf , Sorbus aucuparia 
Melanostoma scalare, visitsFlowersOf , Calluna vulgaris 
Melanostoma scalare, visitsFlowersOf , Malus domestica 
Melanostoma scalare, visitsFlowersOf , Hypochaeris radicata 
Melanostoma scalare, visitsFlowersOf , Geum rivale 
Melanostoma scalare, visitsFlowersOf , Antenoron filiforme 
Melanostoma scalare, visitsFlowersOf , Sorbus aria 
Melanostoma scalare, visitsFlowersOf , Cytisus scoparius 
Melanostoma scalare, visitsFlowersOf , Lotus corniculatus 
Melanostoma scalare, visitsFlowersOf , Malus sylvestris 
Melanostoma scalare, visitsFlowersOf , Prunus padus 
Melanostoma scalare, visitsFlowersOf , Prunus spinosa 
Melanostoma scalare, visitsFlowersOf , Cirsium tuberosum 
Melanostoma scalare, visitsFlowersOf , Cirsium heterophyllum 
Melanostoma scalare, visitsFlowersOf , Cirsium dissectum 
Melanostoma scalare, visitsFlowersOf , Cirsium acaule 
Melanostoma scalare, visitsFlowersOf , Caltha palustris 
Melanostoma scalare, visitsFlowersOf , Alliaria petiolata 
Melanostoma scalare, visitsFlowersOf , Mentha aquatica 
Melanostoma scalare, visitsFlowersOf , Salix aurita 
Melanostoma scalare, visitsFlowersOf , Stellaria media 
Melanostoma scalare, visitsFlowersOf , Stellaria graminea 
Melanostoma scalare, visitsFlowersOf , Rumex obtusifolius 
Melanostoma scalare, visitsFlowersOf , Anthriscus sylvestris 
Melanostoma scalare, visitsFlowersOf , Salix cinerea 
Melanostoma scalare, visitsFlowersOf , Salix caprea 
Melanostoma scalare, visitsFlowersOf , Salix pentandra 
Melanostoma scalare, visitsFlowersOf , Sinapis arvensis 
Melanostoma scalare, visitsFlowersOf , Sinapis alba 
Melanostoma scalare, visitsFlowersOf , Convolvulus arvensis 
Melanostoma scalare, visitsFlowersOf , Circaea lutetiana 
Melanostoma scalare, visitsFlowersOf , Acer campestre 
Melanostoma scalare, visitsFlowersOf , Aesculus hippocastanum 
Melanostoma scalare, visitsFlowersOf , Erica tetralix 
Melanostoma scalare, visitsFlowersOf , Stellaria holostea 
Melanostoma scalare, visitsFlowersOf , Daucus carota 
Melanostoma scalare, visitsFlowersOf , Chaerophyllum temulum 
Melanostoma scalare, visitsFlowersOf , Pastinaca sativa 
Melanostoma scalare, visitsFlowersOf , Buddleja davidii 
Melanostoma scalare, visitsFlowersOf , Myosotis sylvatica 
Melanostoma scalare, visitsFlowersOf , Mentha spicata 
Melanostoma scalare, visitsFlowersOf , Origanum vulgare 
Melanostoma scalare, visitsFlowersOf , Plantago lanceolata 
Melanostoma scalare, visitsFlowersOf , Jacobaea vulgaris 
Melanostoma scalare, visitsFlowersOf , Veronica persica 
Melanostoma scalare, visitsFlowersOf , Veronica officinalis 
Melanostoma scalare, visitsFlowersOf , Veronica chamaedrys 
Melanostoma scalare, visitsFlowersOf , Veronica beccabunga 
Melanostoma scalare, visitsFlowersOf , Digitalis purpurea 
Melanostoma scalare, visitsFlowersOf , Salix repens 
Melanostoma scalare, visitsFlowersOf , Helminthotheca echioides 
Melanostoma scalare, visitsFlowersOf , Scorzoneroides autumnalis 
Melanostoma scalare, visitsFlowersOf , Sonchus asper 
Melanostoma scalare, visitsFlowersOf , Sonchus arvensis 
Melanostoma scalare, visitsFlowersOf , Sonchus oleraceus 
Melanostoma scalare, visitsFlowersOf , Euonymus alatus 
Melanostoma scalare, visitsFlowersOf , Sambucus nigra 
Melanostoma scalare, visitsFlowersOf , Viburnum lantana 
Melanostoma scalare, visitsFlowersOf , Viburnum opulus 
Melanostoma scalare, visitsFlowersOf , Matricaria discoidea 
Melanostoma scalare, visitsFlowersOf , Cornus sanguinea 
Melanostoma scalare, visitsFlowersOf , Laurus nobilis 
Melanostoma scalare, visitsFlowersOf , Veronica spicata 
Melanostoma scalare, visitsFlowersOf , Mentha arvensis 
Melanostoma scalare, visitsFlowersOf , Eupatorium cannabinum 
Melanostoma scalare, visitsFlowersOf , Ranunculus flammula 
Melanostoma scalare, visitsFlowersOf , Cirsium vulgare 
Melanostoma scalare, visitsFlowersOf , Cirsium arvense 
Melanostoma scalare, visitsFlowersOf , Arctium minus 
Melanostoma scalare, visitsFlowersOf , Centaurea nigra 
Melanostoma scalare, visitsFlowersOf , Centaurea scabiosa 
Melanostoma scalare, visitsFlowersOf , Crepis tectorum 
Melanostoma scalare, visitsFlowersOf , Geum urbanum 
Melanostoma scalare, visitsFlowersOf , Prunus cerasifera 
Melanostoma scalare, visitsFlowersOf , Stellaria nemorum 
Melanostoma scalare, visitsFlowersOf , Ranunculus lingua 
Melanostoma scalare, visitsFlowersOf , Prunus cerasus 
Melanostoma scalare, visitsFlowersOf , Chamaecyparis lawsoniana 
Melanostoma scalare, visitsFlowersOf , Hyacinthoides non-scripta 
Melanostoma scalare, visitsFlowersOf , Cirsium eriophorum 
Melanostoma scalare, visitsFlowersOf , Succisa pratensis 
Melanostoma scalare, visitsFlowersOf , Calystegia sepium 
Melanostoma scalare, visitsFlowersOf , Cirsium palustre 
Melanostoma scalare, visitsFlowersOf , Silene latifolia 
Melanostoma scalare, visitsFlowersOf , Matricaria chamomilla 
Melanostoma scalare, visitsFlowersOf , Salix viminalis 
Melanostoma scalare, visitsFlowersOf , Lamium purpureum 
Melanostoma scalare, visitsFlowersOf , Leontodon saxatilis 
Melanostoma scalare, visitsFlowersOf , Leontodon hispidus 
Melanostoma scalare, visitsFlowersOf , Rhododendron ponticum 
Melanostoma scalare, visitsFlowersOf , Silene uniflora 
Melanostoma scalare, visitsFlowersOf , Senecio jacobaea 
Melanostoma scalare, visitsFlowersOf , Lamiastrum galeobdolon 
Melanostoma scalare, visitsFlowersOf , Rumex sanguineus 
Melanostoma scalare, visitsFlowersOf , Lonicera periclymenum 
Melanostoma scalare, visitsFlowersOf , Myosotis scorpioides 
Melanostoma scalare, visitsFlowersOf , Crepis capillaris 
Melanostoma scalare, visitsFlowersOf , Cardamine pratensis 
Melanostoma scalare, visitsFlowersOf , Pulicaria dysenterica 
Melanostoma scalare, visitsFlowersOf , Lamium maculatum 
Melanostoma scalare, visitsFlowersOf , Lamium album 
Melanostoma scalare, visitsFlowersOf , Ranunculus bulbosus 
Melanostoma scalare, visitsFlowersOf , Solidago virgaurea 
Melanostoma scalare, pollinates , Lychnis flos-cuculi 
Melanostoma scalare, pollinates , Potentilla wallichiana 
Melanostoma scalare, pollinates , Digitaria ciliaris 
Melanostoma scalare, pollinates , Calamagrostis arundinacea 
Melanostoma scalare, pollinates , Filipendula ulmaria 
Melanostoma scalare, pollinates , Poa pratensis 
Melanostoma scalare, pollinates , Rosa chinensis 
Melanostoma scalare, pollinates , Antenoron filiforme 
Melanostoma scalare, pollinates , Stephanandra incisa 
Melanostoma scalare, pollinates , Trifolium repens 
Melanostoma scalare, pollinates , Kerria japonica 
Melanostoma scalare, pollinates , Cirsium oleraceum 
Melanostoma scalare, pollinates , Daucus carota 
Melanostoma scalare, pollinates , Prunella vulgaris 
Melanostoma scalare, pollinates , Plantago major 
Melanostoma scalare, pollinates , Crepis paludosa 
Melanostoma scalare, pollinates , Iris pseudacorus 
Melanostoma scalare, pollinates , Euonymus alatus 
Melanostoma scalare, pollinates , Viburnum plicatum 
Melanostoma scalare, pollinates , Chelidonium majus 
Melanostoma scalare, pollinates , Glechoma hederacea 
Melanostoma scalare, pollinates , Deutzia scabra 
Melanostoma scalare, pollinates , Leontodon hispidus 
Melanostoma scalare, pollinates , Crepis capillaris 
Melanostoma scalare, pollinates , Torilis japonica 
Lucilia sericata, visitsFlowersOf , Crithmum maritimum 
Lucilia sericata, visitsFlowersOf , Origanum vulgare 
Lucilia sericata, visitsFlowersOf , Cirsium arvense 
Lucilia sericata, visitsFlowersOf , Echinacea purpurea 
Lucilia sericata, pollinates , Cardaria draba 
Lucilia sericata, pollinates , Ranunculus hispidus 
Lucilia sericata, pollinates , Parthenocissus quinquefolia 
Lucilia sericata, pollinates , Trifolium repens 
Lucilia sericata, pollinates , Solanum carolinense 
Lucilia sericata, pollinates , Matricaria chamomilla 
Lucilia sericata, mutualistOf , Ranunculus hispidus 
Lucilia sericata, mutualistOf , Trifolium repens 
Lucilia sericata, mutualistOf , Daucus carota 
Eupeodes latifasciatus, visitsFlowersOf , Solidago canadensis 
Eupeodes latifasciatus, visitsFlowersOf , Lotus corniculatus 
Eupeodes latifasciatus, visitsFlowersOf , Salix fragilis 
Eupeodes latifasciatus, visitsFlowersOf , Crataegus monogyna 
Eupeodes latifasciatus, visitsFlowersOf , Calluna vulgaris 
Eupeodes latifasciatus, visitsFlowersOf , Hypochaeris radicata 
Eupeodes latifasciatus, visitsFlowersOf , Potentilla fruticosa 
Eupeodes latifasciatus, visitsFlowersOf , Tussilago farfara 
Eupeodes latifasciatus, visitsFlowersOf , Trifolium repens 
Eupeodes latifasciatus, visitsFlowersOf , Trifolium pratense 
Eupeodes latifasciatus, visitsFlowersOf , Trifolium campestre 
Eupeodes latifasciatus, visitsFlowersOf , Vicia sepium 
Eupeodes latifasciatus, visitsFlowersOf , Cirsium tuberosum 
Eupeodes latifasciatus, visitsFlowersOf , Cirsium heterophyllum 
Eupeodes latifasciatus, visitsFlowersOf , Cirsium dissectum 
Eupeodes latifasciatus, visitsFlowersOf , Cirsium acaule 
Eupeodes latifasciatus, visitsFlowersOf , Caltha palustris 
Eupeodes latifasciatus, visitsFlowersOf , Mentha aquatica 
Eupeodes latifasciatus, visitsFlowersOf , Ranunculus repens 
Eupeodes latifasciatus, visitsFlowersOf , Salix aurita 
Eupeodes latifasciatus, visitsFlowersOf , Salix cinerea 
Eupeodes latifasciatus, visitsFlowersOf , Salix caprea 
Eupeodes latifasciatus, visitsFlowersOf , Salix pentandra 
Eupeodes latifasciatus, visitsFlowersOf , Pastinaca sativa 
Eupeodes latifasciatus, visitsFlowersOf , Salix repens 
Eupeodes latifasciatus, visitsFlowersOf , Jacobaea erucifolia 
Eupeodes latifasciatus, visitsFlowersOf , Scorzoneroides autumnalis 
Eupeodes latifasciatus, visitsFlowersOf , Matricaria discoidea 
Eupeodes latifasciatus, visitsFlowersOf , Lavandula stoechas 
Eupeodes latifasciatus, visitsFlowersOf , Ranunculus flammula 
Eupeodes latifasciatus, visitsFlowersOf , Cirsium vulgare 
Eupeodes latifasciatus, visitsFlowersOf , Cirsium arvense 
Eupeodes latifasciatus, visitsFlowersOf , Bellis perennis 
Eupeodes latifasciatus, visitsFlowersOf , Centaurea nigra 
Eupeodes latifasciatus, visitsFlowersOf , Centaurea scabiosa 
Eupeodes latifasciatus, visitsFlowersOf , Achillea millefolium 
Eupeodes latifasciatus, visitsFlowersOf , Scabiosa columbaria 
Eupeodes latifasciatus, visitsFlowersOf , Solanum lycopersicum 
Eupeodes latifasciatus, visitsFlowersOf , Ranunculus lingua 
Eupeodes latifasciatus, visitsFlowersOf , Hyacinthoides non-scripta 
Eupeodes latifasciatus, visitsFlowersOf , Cirsium eriophorum 
Eupeodes latifasciatus, visitsFlowersOf , Succisa pratensis 
Eupeodes latifasciatus, visitsFlowersOf , Cirsium palustre 
Eupeodes latifasciatus, visitsFlowersOf , Matricaria chamomilla 
Eupeodes latifasciatus, visitsFlowersOf , Salix viminalis 
Eupeodes latifasciatus, visitsFlowersOf , Leontodon saxatilis 
Eupeodes latifasciatus, visitsFlowersOf , Leontodon hispidus 
Eupeodes latifasciatus, visitsFlowersOf , Senecio jacobaea 
Eupeodes latifasciatus, visitsFlowersOf , Ficaria verna 
Eupeodes latifasciatus, visitsFlowersOf , Persicaria maculosa 
Eupeodes latifasciatus, visitsFlowersOf , Apium nodiflorum 
Eupeodes latifasciatus, visitsFlowersOf , Pulicaria dysenterica 
Eupeodes latifasciatus, visitsFlowersOf , Spiraea thunbergii 
Eupeodes latifasciatus, visitsFlowersOf , Ranunculus bulbosus 
Eupeodes latifasciatus, visitsFlowersOf , Lycopus europaeus 
Eupeodes latifasciatus, visitsFlowersOf , Allium schoenoprasum 
Eupeodes latifasciatus, visitsFlowersOf , Ipomoea lacunosa 
Volucella bombylans, visitsFlowersOf , Knautia macedonica 
Volucella bombylans, visitsFlowersOf , Euphorbia amygdaloides 
Volucella bombylans, visitsFlowersOf , Salix fragilis 
Volucella bombylans, visitsFlowersOf , Filipendula ulmaria 
Volucella bombylans, visitsFlowersOf , Hypochaeris radicata 
Volucella bombylans, visitsFlowersOf , Trifolium medium 
Volucella bombylans, visitsFlowersOf , Trifolium repens 
Volucella bombylans, visitsFlowersOf , Trifolium pratense 
Volucella bombylans, visitsFlowersOf , Trifolium hybridum 
Volucella bombylans, visitsFlowersOf , Trifolium dubium 
Volucella bombylans, visitsFlowersOf , Trifolium campestre 
Volucella bombylans, visitsFlowersOf , Cirsium tuberosum 
Volucella bombylans, visitsFlowersOf , Cirsium heterophyllum 
Volucella bombylans, visitsFlowersOf , Cirsium dissectum 
Volucella bombylans, visitsFlowersOf , Cirsium acaule 
Volucella bombylans, visitsFlowersOf , Caltha palustris 
Volucella bombylans, visitsFlowersOf , Mentha aquatica 
Volucella bombylans, visitsFlowersOf , Salix aurita 
Volucella bombylans, visitsFlowersOf , Anthriscus sylvestris 
Volucella bombylans, visitsFlowersOf , Salix cinerea 
Volucella bombylans, visitsFlowersOf , Salix caprea 
Volucella bombylans, visitsFlowersOf , Salix pentandra 
Volucella bombylans, visitsFlowersOf , Lythrum salicaria 
Volucella bombylans, visitsFlowersOf , Convolvulus arvensis 
Volucella bombylans, visitsFlowersOf , Aesculus hippocastanum 
Volucella bombylans, visitsFlowersOf , Erica tetralix 
Volucella bombylans, visitsFlowersOf , Buddleja davidii 
Volucella bombylans, visitsFlowersOf , Mentha spicata 
Volucella bombylans, visitsFlowersOf , Origanum vulgare 
Volucella bombylans, visitsFlowersOf , Salix repens 
Volucella bombylans, visitsFlowersOf , Sambucus nigra 
Volucella bombylans, visitsFlowersOf , Cornus sanguinea 
Volucella bombylans, visitsFlowersOf , Centranthus ruber 
Volucella bombylans, visitsFlowersOf , Mentha arvensis 
Volucella bombylans, visitsFlowersOf , Cirsium vulgare 
Volucella bombylans, visitsFlowersOf , Cirsium arvense 
Volucella bombylans, visitsFlowersOf , Centaurea nigra 
Volucella bombylans, visitsFlowersOf , Centaurea scabiosa 
Volucella bombylans, visitsFlowersOf , Achillea millefolium 
Volucella bombylans, visitsFlowersOf , Scabiosa columbaria 
Volucella bombylans, visitsFlowersOf , Cirsium eriophorum 
Volucella bombylans, visitsFlowersOf , Succisa pratensis 
Volucella bombylans, visitsFlowersOf , Cirsium palustre 
Volucella bombylans, visitsFlowersOf , Silene latifolia 
Volucella bombylans, visitsFlowersOf , Geranium robertianum 
Volucella bombylans, visitsFlowersOf , Salix viminalis 
Volucella bombylans, visitsFlowersOf , Silene dioica 
Volucella bombylans, visitsFlowersOf , Rhododendron ponticum 
Volucella bombylans, visitsFlowersOf , Silene uniflora 
Volucella bombylans, visitsFlowersOf , Myosotis arvensis 
Volucella bombylans, visitsFlowersOf , Myosotis scorpioides 
Volucella bombylans, visitsFlowersOf , Pulicaria dysenterica 
Volucella bombylans, pollinates , Leucanthemum vulgare 
Volucella bombylans, pollinates , Arnica montana 
Volucella bombylans, pollinates , Solidago virgaurea 
Eristalis tenax, visitsFlowersOf , Lysimachia barystachys 
Eristalis tenax, visitsFlowersOf , Dipsacus fullonum 
Eristalis tenax, visitsFlowersOf , Citrus aurantium 
Eristalis tenax, visitsFlowersOf , Potentilla anserina 
Eristalis tenax, visitsFlowersOf , Echinops exaltatus 
Eristalis tenax, visitsFlowersOf , Symphyotrichum salignum 
Eristalis tenax, visitsFlowersOf , Senecio gallicus 
Eristalis tenax, visitsFlowersOf , Coleostephus myconis 
Eristalis tenax, visitsFlowersOf , Mercurialis perennis 
Eristalis tenax, visitsFlowersOf , Salix fragilis 
Eristalis tenax, visitsFlowersOf , Sorbus aucuparia 
Eristalis tenax, visitsFlowersOf , Filipendula ulmaria 
Eristalis tenax, visitsFlowersOf , Calluna vulgaris 
Eristalis tenax, visitsFlowersOf , Zinnia elegans 
Eristalis tenax, visitsFlowersOf , Oenanthe crocata 
Eristalis tenax, visitsFlowersOf , Crithmum maritimum 
Eristalis tenax, visitsFlowersOf , Sorbus aria 
Eristalis tenax, visitsFlowersOf , Geranium pyrenaicum 
Eristalis tenax, visitsFlowersOf , Vicia cracca 
Eristalis tenax, visitsFlowersOf , Trifolium medium 
Eristalis tenax, visitsFlowersOf , Trifolium repens 
Eristalis tenax, visitsFlowersOf , Trifolium pratense 
Eristalis tenax, visitsFlowersOf , Trifolium hybridum 
Eristalis tenax, visitsFlowersOf , Trifolium dubium 
Eristalis tenax, visitsFlowersOf , Trifolium campestre 
Eristalis tenax, visitsFlowersOf , Vicia villosa 
Eristalis tenax, visitsFlowersOf , Vicia sepium 
Eristalis tenax, visitsFlowersOf , Vicia sativa 
Eristalis tenax, visitsFlowersOf , Vicia lutea 
Eristalis tenax, visitsFlowersOf , Vicia faba 
Eristalis tenax, visitsFlowersOf , Malus sylvestris 
Eristalis tenax, visitsFlowersOf , Prunus padus 
Eristalis tenax, visitsFlowersOf , Prunus spinosa 
Eristalis tenax, visitsFlowersOf , Cirsium tuberosum 
Eristalis tenax, visitsFlowersOf , Cirsium heterophyllum 
Eristalis tenax, visitsFlowersOf , Cirsium dissectum 
Eristalis tenax, visitsFlowersOf , Cirsium acaule 
Eristalis tenax, visitsFlowersOf , Anemone nemorosa 
Eristalis tenax, visitsFlowersOf , Caltha palustris 
Eristalis tenax, visitsFlowersOf , Nigella damascena 
Eristalis tenax, visitsFlowersOf , Ranunculus repens 
Eristalis tenax, visitsFlowersOf , Salix aurita 
Eristalis tenax, visitsFlowersOf , Stellaria media 
Eristalis tenax, visitsFlowersOf , Fallopia japonica 
Eristalis tenax, visitsFlowersOf , Rumex obtusifolius 
Eristalis tenax, visitsFlowersOf , Salix cinerea 
Eristalis tenax, visitsFlowersOf , Salix caprea 
Eristalis tenax, visitsFlowersOf , Salix pentandra 
Eristalis tenax, visitsFlowersOf , Brassica napus 
Eristalis tenax, visitsFlowersOf , Sinapis arvensis 
Eristalis tenax, visitsFlowersOf , Sinapis alba 
Eristalis tenax, visitsFlowersOf , Lythrum salicaria 
Eristalis tenax, visitsFlowersOf , Acer campestre 
Eristalis tenax, visitsFlowersOf , Aesculus hippocastanum 
Eristalis tenax, visitsFlowersOf , Erica tetralix 
Eristalis tenax, visitsFlowersOf , Aegopodium podagraria 
Eristalis tenax, visitsFlowersOf , Chaerophyllum temulum 
Eristalis tenax, visitsFlowersOf , Pimpinella saxifraga 
Eristalis tenax, visitsFlowersOf , Ligustrum vulgare 
Eristalis tenax, visitsFlowersOf , Ligustrum ovalifolium 
Eristalis tenax, visitsFlowersOf , Crepis biennis 
Eristalis tenax, visitsFlowersOf , Hypericum maculatum 
Eristalis tenax, visitsFlowersOf , Salix repens 
Eristalis tenax, visitsFlowersOf , Dipsacus pilosus 
Eristalis tenax, visitsFlowersOf , Picris hieracioides 
Eristalis tenax, visitsFlowersOf , Sonchus asper 
Eristalis tenax, visitsFlowersOf , Euphrasia officinalis 
Eristalis tenax, visitsFlowersOf , Viburnum lantana 
Eristalis tenax, visitsFlowersOf , Viburnum opulus 
Eristalis tenax, visitsFlowersOf , Matricaria discoidea 
Eristalis tenax, visitsFlowersOf , Cornus sanguinea 
Eristalis tenax, visitsFlowersOf , Centranthus ruber 
Eristalis tenax, visitsFlowersOf , Laurus nobilis 
Eristalis tenax, visitsFlowersOf , Nymphaea alba 
Eristalis tenax, visitsFlowersOf , Thymus pulegioides 
Eristalis tenax, visitsFlowersOf , Mentha arvensis 
Eristalis tenax, visitsFlowersOf , Ranunculus flammula 
Eristalis tenax, visitsFlowersOf , Arctium minus 
Eristalis tenax, visitsFlowersOf , Centaurea nigra 
Eristalis tenax, visitsFlowersOf , Prunus cerasifera 
