occurrenceId;verbatimScientificName;scientificName;key;matchType;confidence;status;rank;kingdom;phylum;class;order;family;genus;species;canonicalName;authorship
;Salix pentandra;Salix pentandra L.;5372647;EXACT;97;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Malpighiales;Salicaceae;Salix;Salix pentandra;Salix pentandra;L.
;Acer campestre;Acer campestre L.;3189863;EXACT;99;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Sapindales;Sapindaceae;Acer;Acer campestre;Acer campestre;L.
;Aesculus hippocastanum;Aesculus hippocastanum L.;3189815;EXACT;99;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Sapindales;Sapindaceae;Aesculus;Aesculus hippocastanum;Aesculus hippocastanum;L.
;Euphorbia amygdaloides;Euphorbia amygdaloides L.;3065239;EXACT;97;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Malpighiales;Euphorbiaceae;Euphorbia;Euphorbia amygdaloides;Euphorbia amygdaloides;L.
;Mercurialis perennis;Mercurialis perennis L.;3063016;EXACT;99;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Malpighiales;Euphorbiaceae;Mercurialis;Mercurialis perennis;Mercurialis perennis;L.
;Erysimum cheiri;Erysimum cheiri (L.) Crantz;3048203;EXACT;99;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Brassicales;Brassicaceae;Erysimum;Erysimum cheiri;Erysimum cheiri;(L.) Crantz
;Malus sylvestris;Malus sylvestris Mill.;3001509;EXACT;97;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Rosales;Rosaceae;Malus;Malus sylvestris;Malus sylvestris;Mill.
;Stellaria media;Stellaria media (L.) Vill.;5384604;EXACT;97;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Caryophyllales;Caryophyllaceae;Stellaria;Stellaria media;Stellaria media;(L.) Vill.
;Stellaria graminea;Stellaria graminea L.;5384616;EXACT;97;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Caryophyllales;Caryophyllaceae;Stellaria;Stellaria graminea;Stellaria graminea;L.
;Rumex obtusifolius;Rumex obtusifolius L.;2889011;EXACT;97;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Caryophyllales;Polygonaceae;Rumex;Rumex obtusifolius;Rumex obtusifolius;L.
;Sinapis alba;Sinapis alba L.;3047621;EXACT;99;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Brassicales;Brassicaceae;Sinapis;Sinapis alba;Sinapis alba;L.
;Stellaria holostea;Stellaria holostea L.;5384676;EXACT;98;SYNONYM;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Caryophyllales;Caryophyllaceae;Rabelera;Rabelera holostea;Stellaria holostea;L.
;Chaerophyllum temulum;Chaerophyllum temulum L.;3034650;EXACT;99;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Apiales;Apiaceae;Chaerophyllum;Chaerophyllum temulum;Chaerophyllum temulum;L.
;Ligustrum vulgare;Ligustrum vulgare L.;3172300;EXACT;98;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Oleaceae;Ligustrum;Ligustrum vulgare;Ligustrum vulgare;L.
;Veronica officinalis;Veronica officinalis L.;3172049;EXACT;99;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Plantaginaceae;Veronica;Veronica officinalis;Veronica officinalis;L.
;Veronica chamaedrys;Veronica chamaedrys L.;7874883;EXACT;97;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Plantaginaceae;Veronica;Veronica chamaedrys;Veronica chamaedrys;L.
;Veronica beccabunga;Veronica beccabunga L.;3172062;EXACT;97;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Plantaginaceae;Veronica;Veronica beccabunga;Veronica beccabunga;L.
;Buxus sempervirens;Buxus sempervirens L.;2984671;EXACT;97;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Buxales;Buxaceae;Buxus;Buxus sempervirens;Buxus sempervirens;L.
;Vincetoxicum hirundinaria;Vincetoxicum hirundinaria Medik.;5414548;EXACT;99;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Gentianales;Apocynaceae;Vincetoxicum;Vincetoxicum hirundinaria;Vincetoxicum hirundinaria;Medik.
;Veronica spicata;Veronica spicata L.;3172059;EXACT;99;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Plantaginaceae;Veronica;Veronica spicata;Veronica spicata;L.
;Ranunculus flammula;Ranunculus flammula L.;3033312;EXACT;97;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Ranunculales;Ranunculaceae;Ranunculus;Ranunculus flammula;Ranunculus flammula;L.
;Prunus cerasifera;Prunus cerasifera Ehrh.;3021730;EXACT;98;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Rosales;Rosaceae;Prunus;Prunus cerasifera;Prunus cerasifera;Ehrh.
;Stellaria nemorum;Stellaria nemorum L.;6363434;EXACT;97;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Caryophyllales;Caryophyllaceae;Stellaria;Stellaria nemorum;Stellaria nemorum;L.
;Ranunculus lingua;Ranunculus lingua L.;8310009;EXACT;97;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Ranunculales;Ranunculaceae;Ranunculus;Ranunculus lingua;Ranunculus lingua;L.
;Chamaecyparis lawsoniana;Chamaecyparis lawsoniana (A.Murray bis) Parl.;2683866;EXACT;99;ACCEPTED;SPECIES;Plantae;Tracheophyta;Pinopsida;Pinales;Cupressaceae;Chamaecyparis;Chamaecyparis lawsoniana;Chamaecyparis lawsoniana;(A.Murray bis) Parl.
;Rhododendron ponticum;Rhododendron ponticum L.;7327990;EXACT;99;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Ericales;Ericaceae;Rhododendron;Rhododendron ponticum;Rhododendron ponticum;L.
;Rumex sanguineus;Rumex sanguineus L.;2888960;EXACT;97;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Caryophyllales;Polygonaceae;Rumex;Rumex sanguineus;Rumex sanguineus;L.
;Ranunculus bulbosus;Ranunculus bulbosus L.;3033329;EXACT;97;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Ranunculales;Ranunculaceae;Ranunculus;Ranunculus bulbosus;Ranunculus bulbosus;L.
;Impatiens noli-tangere;Impatiens noli-tangere L.;2891779;EXACT;97;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Ericales;Balsaminaceae;Impatiens;Impatiens noli-tangere;Impatiens noli-tangere;L.
;Lychnis flos-cuculi;Lychnis flos-cuculi L.;3085873;EXACT;98;SYNONYM;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Caryophyllales;Caryophyllaceae;Silene;Silene flos-cuculi;Lychnis flos-cuculi;L.
;Potentilla anserina;Potentilla anserina Jeps.;8124466;EXACT;97;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Rosales;Rosaceae;Potentilla;Potentilla anserina;Potentilla anserina;Jeps.
;Potentilla reptans;Potentilla reptans L.;5367273;EXACT;97;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Rosales;Rosaceae;Potentilla;Potentilla reptans;Potentilla reptans;L.
;Anthyllis vulneraria;Anthyllis vulneraria L.;5352367;EXACT;97;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Fabales;Fabaceae;Anthyllis;Anthyllis vulneraria;Anthyllis vulneraria;L.
;Symphyotrichum salignum;Symphyotrichum ×salignum (Willd.) G.L.Nesom;3151811;EXACT;99;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;Symphyotrichum;Symphyotrichum salignum;Symphyotrichum salignum;(Willd.) G.L.Nesom
;Stachys officinalis;Stachys officinalis (L.) Franch., 1885;7777194;EXACT;97;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Lamiaceae;Stachys;Stachys officinalis;Stachys officinalis;(L.) Franch., 1885
;Galium saxatile;Galium saxatile L.;2914547;EXACT;97;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Gentianales;Rubiaceae;Galium;Galium saxatile;Galium saxatile;L.
;Geranium sylvaticum;Geranium sylvaticum L.;2891147;EXACT;98;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Geraniales;Geraniaceae;Geranium;Geranium sylvaticum;Geranium sylvaticum;L.
;Potentilla fruticosa;Potentilla fruticosa Hook.f.;5368008;EXACT;97;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Rosales;Rosaceae;Potentilla;Potentilla fruticosa;Potentilla fruticosa;Hook.f.
;Trifolium medium;Trifolium medium L.;5358812;EXACT;98;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Fabales;Fabaceae;Trifolium;Trifolium medium;Trifolium medium;L.
;Hippocrepis comosa;Hippocrepis comosa L.;5353750;EXACT;97;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Fabales;Fabaceae;Hippocrepis;Hippocrepis comosa;Hippocrepis comosa;L.
;Vicia lutea;Vicia lutea L.;2974753;EXACT;97;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Fabales;Fabaceae;Vicia;Vicia lutea;Vicia lutea;L.
;Lathyrus pratensis;Lathyrus pratensis L.;5356701;EXACT;99;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Fabales;Fabaceae;Lathyrus;Lathyrus pratensis;Lathyrus pratensis;L.
;Rosa arvensis;Rosa arvensis Huds.;3007054;EXACT;97;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Rosales;Rosaceae;Rosa;Rosa arvensis;Rosa arvensis;Huds.
;Cirsium tuberosum;Cirsium tuberosum (L.) All.;3112651;EXACT;99;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;Cirsium;Cirsium tuberosum;Cirsium tuberosum;(L.) All.
;Cirsium heterophyllum;Cirsium heterophyllum (L.) Hill;3113745;EXACT;99;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;Cirsium;Cirsium heterophyllum;Cirsium heterophyllum;(L.) Hill
;Cirsium dissectum;Cirsium dissectum (L.) Hill;3113784;EXACT;99;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;Cirsium;Cirsium dissectum;Cirsium dissectum;(L.) Hill
;Cirsium acaule;Cirsium acaule (L.) All., 1780;8324412;EXACT;97;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;Cirsium;Cirsium acaule;Cirsium acaule;(L.) All., 1780
;Primula veris;Primula veris L.;8377689;EXACT;97;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Ericales;Primulaceae;Primula;Primula veris;Primula veris;L.
;Matthiola incana;Matthiola incana (L.) W.T.Aiton;5377378;EXACT;98;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Brassicales;Brassicaceae;Matthiola;Matthiola incana;Matthiola incana;(L.) W.T.Aiton
;Verbena officinalis;Verbena officinalis L.;2925529;EXACT;99;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Verbenaceae;Verbena;Verbena officinalis;Verbena officinalis;L.
;Comarum palustre;Comarum palustre L.;3020532;EXACT;99;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Rosales;Rosaceae;Comarum;Comarum palustre;Comarum palustre;L.
;Euphrasia officinalis;Euphrasia officinalis L.;8106874;EXACT;97;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Orobanchaceae;Euphrasia;Euphrasia officinalis;Euphrasia officinalis;L.
;Thymus pulegioides;Thymus pulegioides L.;5341443;EXACT;98;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Lamiaceae;Thymus;Thymus pulegioides;Thymus pulegioides;L.
;Linaria repens;Linaria repens (L.) Mill.;5415019;EXACT;99;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Plantaginaceae;Linaria;Linaria repens;Linaria repens;(L.) Mill.
;Anthemis arvensis;Anthemis arvensis L.;3102781;EXACT;97;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;Anthemis;Anthemis arvensis;Anthemis arvensis;L.
;Carlina vulgaris;Carlina vulgaris L.;3105380;EXACT;98;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;Carlina;Carlina vulgaris;Carlina vulgaris;L.
;Rosa spinosissima;Rosa spinosissima L.;3002333;EXACT;97;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Rosales;Rosaceae;Rosa;Rosa spinosissima;Rosa spinosissima;L.
;Geranium molle;Geranium molle L.;2891488;EXACT;97;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Geraniales;Geraniaceae;Geranium;Geranium molle;Geranium molle;L.
;Geranium dissectum;Geranium dissectum L.;2890040;EXACT;99;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Geraniales;Geraniaceae;Geranium;Geranium dissectum;Geranium dissectum;L.
;Cirsium eriophorum;Cirsium eriophorum (L.) Scop.;3112620;EXACT;99;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;Cirsium;Cirsium eriophorum;Cirsium eriophorum;(L.) Scop.
;Cirsium palustre;Cirsium palustre (L.) Scop.;3113239;EXACT;97;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;Cirsium;Cirsium palustre;Cirsium palustre;(L.) Scop.
;Pilosella officinarum;Pilosella officinarum Vaill.;9458333;EXACT;98;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;Pilosella;Pilosella officinarum;Pilosella officinarum;Vaill.
;Leontodon saxatilis;Asteraceae;3065;HIGHERRANK;97;ACCEPTED;FAMILY;Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;;;Asteraceae;
;Leontodon hispidus;Leontodon hispidus L.;3137498;EXACT;97;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;Leontodon;Leontodon hispidus;Leontodon hispidus;L.
;Centaurium erythraea;Centaurium erythraea Rafn;5414457;EXACT;98;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Gentianales;Gentianaceae;Centaurium;Centaurium erythraea;Centaurium erythraea;Rafn
;Senecio jacobaea;Senecio jacobaea Loscos & Pardo;8965572;EXACT;97;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;Senecio;Senecio jacobaea;Senecio jacobaea;Loscos & Pardo
;Sanguisorba minor;Sanguisorba minor Bertol.;7817383;EXACT;97;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Rosales;Rosaceae;Sanguisorba;Sanguisorba minor;Sanguisorba minor;Bertol.
;Colutea arborescens;Colutea arborescens L.;7844167;EXACT;97;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Fabales;Fabaceae;Colutea;Colutea arborescens;Colutea arborescens;L.
;Ononis spinosa;Ononis spinosa L.;2977149;EXACT;97;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Fabales;Fabaceae;Ononis;Ononis spinosa;Ononis spinosa;L.
;Clinopodium vulgare;Clinopodium vulgare L.;2926945;EXACT;99;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Lamiaceae;Clinopodium;Clinopodium vulgare;Clinopodium vulgare;L.
;Geranium endressii;Geranium endressii J.Gay;2890502;EXACT;99;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Geraniales;Geraniaceae;Geranium;Geranium endressii;Geranium endressii;J.Gay
;Euphrasia nemorosa;Euphrasia nemorosa (Pers.) Wallr.;3171964;EXACT;97;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Orobanchaceae;Euphrasia;Euphrasia nemorosa;Euphrasia nemorosa;(Pers.) Wallr.
;Odontites vernus;Odontites vernus (Bellardi) Dumort.;8971475;EXACT;99;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Orobanchaceae;Odontites;Odontites vernus;Odontites vernus;(Bellardi) Dumort.
;Campanula rapunculus;Campanula rapunculus L.;5411920;EXACT;98;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Asterales;Campanulaceae;Campanula;Campanula rapunculus;Campanula rapunculus;L.
;Trifolium resupinatum;Trifolium resupinatum L.;5359175;EXACT;97;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Fabales;Fabaceae;Trifolium;Trifolium resupinatum;Trifolium resupinatum;L.
;Lathyrus nissolia;Lathyrus nissolia L.;5356542;EXACT;99;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Fabales;Fabaceae;Lathyrus;Lathyrus nissolia;Lathyrus nissolia;L.
;Rhinanthus alectorolophus;Rhinanthus alectorolophus (Scop.) Pollich;3172045;EXACT;99;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Orobanchaceae;Rhinanthus;Rhinanthus alectorolophus;Rhinanthus alectorolophus;(Scop.) Pollich
;Phyteuma nigrum;Phyteuma nigrum F.W.Schmidt;3166917;EXACT;99;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Asterales;Campanulaceae;Phyteuma;Phyteuma nigrum;Phyteuma nigrum;F.W.Schmidt
;Tanacetum parthenium;Tanacetum parthenium (L.) Sch.Bip.;3118430;EXACT;99;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;Tanacetum;Tanacetum parthenium;Tanacetum parthenium;(L.) Sch.Bip.
;Petrorhagia saxifraga;Petrorhagia saxifraga (L.) Link;3085623;EXACT;99;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Caryophyllales;Caryophyllaceae;Petrorhagia;Petrorhagia saxifraga;Petrorhagia saxifraga;(L.) Link
;Lathyrus tuberosus;Lathyrus tuberosus L.;5356522;EXACT;99;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Fabales;Fabaceae;Lathyrus;Lathyrus tuberosus;Lathyrus tuberosus;L.
;Glebionis segetum;Glebionis segetum (L.) Fourr.;3141101;EXACT;99;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;Glebionis;Glebionis segetum;Glebionis segetum;(L.) Fourr.
;Pilosella aurantiaca;Pilosella aurantiaca (L.) F.W.Schultz & Sch.Bip.;3122924;EXACT;99;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;Pilosella;Pilosella aurantiaca;Pilosella aurantiaca;(L.) F.W.Schultz & Sch.Bip.
;Senecio gallicus;Senecio gallicus Chaix;3107896;EXACT;98;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;Senecio;Senecio gallicus;Senecio gallicus;Chaix
;Matricaria discoidea;Matricaria discoidea DC.;3103791;EXACT;97;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;Matricaria;Matricaria discoidea;Matricaria discoidea;DC.
;Guizotia abyssinica;Guizotia abyssinica (L.fil.) Cass.;8584304;EXACT;99;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;Guizotia;Guizotia abyssinica;Guizotia abyssinica;(L.fil.) Cass.
;Cotoneaster bullatus;Cotoneaster bullatus Bois ex Bilm. & Bois;3026294;EXACT;99;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Rosales;Rosaceae;Cotoneaster;Cotoneaster bullatus;Cotoneaster bullatus;Bois ex Bilm. & Bois
;Cotoneaster horizontalis;Cotoneaster horizontalis Decne.;3025617;EXACT;99;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Rosales;Rosaceae;Cotoneaster;Cotoneaster horizontalis;Cotoneaster horizontalis;Decne.
;Cotoneaster simonsii;Cotoneaster simonsii Baker;3026107;EXACT;98;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Rosales;Rosaceae;Cotoneaster;Cotoneaster simonsii;Cotoneaster simonsii;Baker
;Silene uniflora;Silene uniflora Roth;8406661;EXACT;97;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Caryophyllales;Caryophyllaceae;Silene;Silene uniflora;Silene uniflora;Roth
;Ovis aries;Ovis aries Linnaeus, 1758;2441110;EXACT;98;ACCEPTED;SPECIES;Animalia;Chordata;Mammalia;Artiodactyla;Bovidae;Ovis;Ovis aries;Ovis aries;Linnaeus, 1758
;Vespa crabro;Vespa crabro Linnaeus;1311527;EXACT;99;ACCEPTED;SPECIES;Animalia;Arthropoda;Insecta;Hymenoptera;Vespidae;Vespa;Vespa crabro;Vespa crabro;Linnaeus
;Platanus orientalis;Platanus orientalis L.;3152816;EXACT;99;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Proteales;Platanaceae;Platanus;Platanus orientalis;Platanus orientalis;L.
;Cytisus scoparius;Cytisus scoparius (L.) Link;5354656;EXACT;99;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Fabales;Fabaceae;Cytisus;Cytisus scoparius;Cytisus scoparius;(L.) Link
;Lonicera etrusca;Lonicera etrusca Santi;5334247;EXACT;97;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Dipsacales;Caprifoliaceae;Lonicera;Lonicera etrusca;Lonicera etrusca;Santi
;Picea glauca;Picea glauca (Moench) Voss;5284745;EXACT;97;ACCEPTED;SPECIES;Plantae;Tracheophyta;Pinopsida;Pinales;Pinaceae;Picea;Picea glauca;Picea glauca;(Moench) Voss
;Viscum album;Viscum album L.;2889828;EXACT;97;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Santalales;Viscaceae;Viscum;Viscum album;Viscum album;L.
;Vaccinium myrtillus;Vaccinium myrtillus L.;2882833;EXACT;97;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Ericales;Ericaceae;Vaccinium;Vaccinium myrtillus;Vaccinium myrtillus;L.
;Larix decidua;Larix decidua Mill.;2686212;EXACT;99;ACCEPTED;SPECIES;Plantae;Tracheophyta;Pinopsida;Pinales;Pinaceae;Larix;Larix decidua;Larix decidua;Mill.
;Abies alba;Abies alba Mill.;2685484;EXACT;97;ACCEPTED;SPECIES;Plantae;Tracheophyta;Pinopsida;Pinales;Pinaceae;Abies;Abies alba;Abies alba;Mill.
;Primula elatior;Primula elatior (L.) L.;5414326;EXACT;97;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Ericales;Primulaceae;Primula;Primula elatior;Primula elatior;(L.) L.
;Galium mollugo;Galium mollugo L.;9039392;EXACT;99;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Gentianales;Rubiaceae;Galium;Galium mollugo;Galium mollugo;L.
;Lysimachia vulgaris;Lysimachia vulgaris L.;3169386;EXACT;97;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Ericales;Primulaceae;Lysimachia;Lysimachia vulgaris;Lysimachia vulgaris;L.
;Fragaria vesca;Fragaria vesca L.;3029817;EXACT;98;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Rosales;Rosaceae;Fragaria;Fragaria vesca;Fragaria vesca;L.
;Galium aparine;Galium aparine L.;2913548;EXACT;99;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Gentianales;Rubiaceae;Galium;Galium aparine;Galium aparine;L.
;Picea sitchensis;Picea sitchensis (Bong.) Carrière;5284827;EXACT;97;ACCEPTED;SPECIES;Plantae;Tracheophyta;Pinopsida;Pinales;Pinaceae;Picea;Picea sitchensis;Picea sitchensis;(Bong.) Carrière
;Taxus baccata;Taxus baccata L.;5284517;EXACT;97;ACCEPTED;SPECIES;Plantae;Tracheophyta;Pinopsida;Pinales;Taxaceae;Taxus;Taxus baccata;Taxus baccata;L.
;Galium elongatum;Galium elongatum C.Presl;2913128;EXACT;99;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Gentianales;Rubiaceae;Galium;Galium elongatum;Galium elongatum;C.Presl
;Corylus avellana;Corylus avellana L.;2875979;EXACT;98;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Fagales;Betulaceae;Corylus;Corylus avellana;Corylus avellana;L.
;Rhamnus cathartica;Rhamnus cathartica L.;3039491;EXACT;98;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Rosales;Rhamnaceae;Rhamnus;Rhamnus cathartica;Rhamnus cathartica;L.
;Lonicera xylosteum;Lonicera xylosteum L.;5334259;EXACT;97;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Dipsacales;Caprifoliaceae;Lonicera;Lonicera xylosteum;Lonicera xylosteum;L.
;Stachys sylvatica;Stachys sylvatica L.;2927282;EXACT;98;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Lamiaceae;Stachys;Stachys sylvatica;Stachys sylvatica;L.
;Athous bicolor;Athous bicolor (Goeze, 1777);4428652;EXACT;99;ACCEPTED;SPECIES;Animalia;Arthropoda;Insecta;Coleoptera;Elateridae;Athous;Athous bicolor;Athous bicolor;(Goeze, 1777) 
;Mocyta orbata;Mocyta orbata (Erichson, 1837);9832878;EXACT;99;ACCEPTED;SPECIES;Animalia;Arthropoda;Insecta;Coleoptera;Staphylinidae;Mocyta;Mocyta orbata;Mocyta orbata;(Erichson, 1837) 
;Pella limbata;Pella limbata (Paykull, 1789);8683802;EXACT;99;ACCEPTED;SPECIES;Animalia;Arthropoda;Insecta;Coleoptera;Staphylinidae;Pella;Pella limbata;Pella limbata;(Paykull, 1789) 
;Pella lugens;Pella lugens (Gravenhorst, 1802);8551093;EXACT;99;ACCEPTED;SPECIES;Animalia;Arthropoda;Insecta;Coleoptera;Staphylinidae;Pella;Pella lugens;Pella lugens;(Gravenhorst, 1802) 
;Tachinus rufipes;Tachinus rufipes (Linnaeus, 1758);7204257;EXACT;97;ACCEPTED;SPECIES;Animalia;Arthropoda;Insecta;Coleoptera;Staphylinidae;Tachinus;Tachinus rufipes;Tachinus rufipes;(Linnaeus, 1758) 
;Harpalus griseus;Harpalus griseus (Panzer, 1796);6097919;EXACT;99;ACCEPTED;SPECIES;Animalia;Arthropoda;Insecta;Coleoptera;Carabidae;Harpalus;Harpalus griseus;Harpalus griseus;(Panzer, 1796) 
;Ischnosoma splendidum;Ischnosoma splendidum (Gravenhorst, 1806);6097683;EXACT;99;ACCEPTED;SPECIES;Animalia;Arthropoda;Insecta;Coleoptera;Staphylinidae;Ischnosoma;Ischnosoma splendidum;Ischnosoma splendidum;(Gravenhorst, 1806) 
