"source_taxon_name";"interaction_type";"target_taxon_name"
"Vespa velutina";"preysOn";"Chrysotoxum vernale"
"Vespa velutina";"preysOn";"Mallota florea"
"Vespa velutina";"preysOn";"Volucella bombylans"
"Vespa velutina";"preysOn";"Musca domestica"
"Vespa velutina";"preysOn";"Syritta pipiens"
"Vespa velutina";"preysOn";"Ophyra capensis"
"Vespa velutina";"preysOn";"Hydrotaea aenescens"
"Vespa velutina";"preysOn";"Chrysotoxum octomaculatum"
"Vespa velutina";"preysOn";"Chrysotoxum cautum"
"Vespa velutina";"preysOn";"Eristalis tenax"
"Vespa velutina";"preysOn";"Paragus haemorrhous"
"Vespa velutina";"preysOn";"Melanostoma mellinum"
"Vespa velutina";"preysOn";"Eupeodes corollae"
"Vespa velutina";"preysOn";"Sphaerophoria scripta"
"Vespa velutina";"preysOn";"Chrysotoxum bicinctum"
"Vespa velutina";"preysOn";"Lucilia illustris"
"Vespa velutina";"preysOn";"Criorhina berberina"
"Vespa velutina";"preysOn";"Lucilia caesar"
"Vespa velutina";"preysOn";"Syrphus ribesii"
"Vespa velutina";"preysOn";"Sarcophaga jeanleclercqi"
"Vespa velutina";"preysOn";"Eupeodes luniger"
"Vespa velutina";"preysOn";"Sarcophaga teretirostris"
"Vespa velutina";"preysOn";"Epistrophe eligans"
"Vespa velutina";"preysOn";"Lucilia sericata"
"Vespa velutina";"preysOn";"Sarcophaga marshalli"
"Vespa velutina";"preysOn";"Calliphora vomitoria"
"Vespa velutina";"preysOn";"Caliprobola speciosa"
"Vespa velutina";"preysOn";"Lucilia ampullacea"
"Vespa velutina";"preysOn";"Xylota lenta"
"Vespa velutina";"preysOn";"Muscina prolapsa"
"Vespa velutina";"preysOn";"Chrysotoxum verralli"
"Vespa velutina";"preysOn";"Helophilus trivittatus"
"Vespa velutina";"preysOn";"Calliphora vicina"
"Vespa velutina";"preysOn";"Sarcophaga cucullans"
"Vespa velutina";"preysOn";"Eristalis arbustorum"
"Vespa velutina";"preysOn";"Rhingia (Rhingia) campestris"
"Vespa velutina";"preysOn";"Miltogramma brevipila"
"Vespa velutina";"preysOn";"Sarcophaga carnaria"
"Vespa velutina";"preysOn";"Melanostoma scalare"
"Vespa velutina";"preysOn";"Chrysomya albiceps"
"Vespa velutina";"preysOn";"Chalcosyrphus nemorum"
"Vespa velutina";"preysOn";"Sarcophaga balanina"
"Vespa velutina";"preysOn";"Phormia regina"
"Vespa velutina";"preysOn";"Xanthandrus comtus"
"Vespa velutina";"preysOn";"Xanthogramma pedissequum"
"Vespa velutina";"preysOn";"Xylota segnis"
"Vespa velutina";"preysOn";"Halictidae"
"Vespa velutina";"preysOn";"Polistes"
"Vespa velutina";"preysOn";"Muscidae"
"Vespa velutina";"preysOn";"Tachinidae"
"Vespa velutina";"preysOn";"Lycaenidae"
"Vespa velutina";"preysOn";"Vespula"
"Vespa velutina";"preysOn";"Pieridae"
"Vespa velutina";"preysOn";"Colletidae"
"Vespa velutina";"preysOn";"Syrphidae"
"Vespa velutina";"preysOn";"Bombus"
"Vespa velutina";"preysOn";"Megachilidae"
"Vespa velutina";"preysOn";"Ephydridae"
"Vespa velutina";"preysOn";"Nymphalidae"
"Vespa velutina";"preysOn";"Sphingidae"
"Vespa velutina";"preysOn";"Halictinae"
"Vespa velutina";"preysOn";"Calliphoridae"
"Vespa velutina";"preysOn";"Brachycera"
"Vespa velutina";"preysOn";"Apoidea"
"Vespa velutina nigrithorax";"preyedUponBy";"Martes flavigula"
"Vespa velutina";"eatenBy";"Vespa velutina"
"Vespa velutina nigrithorax";"hostOf";"Aphid lethal paralysis virus"
"Vespa velutina nigrithorax";"hostOf";"Deformed wing virus"
"Vespa velutina";"hasEndoparasite";"Conops vesicularis"
"Vespa velutina";"visits";"Millettia pinnata"
"Vespa velutina";"visits";"Zanthoxylum avicennae"
"Vespa velutina";"visits";"Hydrangea chinensis"
"Vespa velutina";"visits";"Micoletzkya"
"Vespa velutina";"visits";"Angelica sylvestris"
"Vespa velutina nigrithorax";"interactsWith";"Hedera helix"
"Vespa velutina";"visitsFlowersOf";"Hedera helix"
"Vespa velutina";"visitsFlowersOf";"Cotoneaster"
"Vespa velutina";"visitsFlowersOf";"Oenothera glazioviana"
"Vespa velutina";"visitsFlowersOf";"Iris domestica"
"Vespa velutina";"visitsFlowersOf";"Musa"
"Vespa velutina";"visitsFlowersOf";"Lantana"
"Vespa velutina";"visitsFlowersOf";"Asclepias curassavica"
"Vespa velutina";"visitsFlowersOf";"Lagerstroemia"
"Vespa velutina";"visitsFlowersOf";"Ixora"
"Vespa velutina";"visitsFlowersOf";"Schefflera"
"Vespa velutina";"visitsFlowersOf";"Euphorbia milii"
"Vespa velutina";"visitsFlowersOf";"Hedera"
"Vespa velutina";"visitsFlowersOf";"Eriobotrya japonica"
"Vespa velutina";"visitsFlowersOf";"Satureja"
"Vespa velutina";"visitsFlowersOf";"Euphorbia"
"Vespa velutina";"visitsFlowersOf";"Polyspora axillaris"
"Vespa velutina";"visitsFlowersOf";"Musa basjoo"
"Vespa velutina";"visitsFlowersOf";"Costus woodsonii"
"Vespa velutina";"visitsFlowersOf";"Reynoutria japonica"
"Vespa velutina";"visitsFlowersOf";"Oenothera lindheimeri"
"Vespa velutina";"visitsFlowersOf";"Euonymus japonicus"
"Vespa velutina";"visitsFlowersOf";"Strelitzia"
"Vespa velutina";"visitsFlowersOf";"Camellia"
"Vespa velutina";"visitsFlowersOf";"Foeniculum vulgare"
"Vespa velutina";"visitsFlowersOf";"Angelica sylvestris"
"Vespa velutina";"visitsFlowersOf";"Polygonaceae"
"Vespa velutina";"visitsFlowersOf";"Campsis radicans"
"Vespa velutina";"visitsFlowersOf";"Alstroemeria aurea"
"Vespa velutina";"visitsFlowersOf";"Calliandra"
"Vespa velutina";"visitsFlowersOf";"Mentha"
"Vespa velutina";"visitsFlowersOf";"Gomphocarpus"
"Vespa velutina";"visitsFlowersOf";"Leea guineensis"
"Vespa velutina";"visitsFlowersOf";"Salvia leucantha"
"Vespa velutina";"visitsFlowersOf";"Syzygium"
"Vespa velutina";"visitsFlowersOf";"Berberis"
"Vespa velutina";"visitsFlowersOf";"Momordica charantia"
"Vespa velutina";"visitsFlowersOf";"Arecaceae"
"Vespa velutina";"visitsFlowersOf";"Apiaceae"
"Vespa velutina";"visitsFlowersOf";"Parthenocissus"
"Vespa velutina";"visitsFlowersOf";"Hydrangea chinensis"
"Vespa velutina";"visitsFlowersOf";"Euphorbia characias"
"Vespa velutina";"visitsFlowersOf";"Symphoricarpos"
"Vespa velutina";"visitsFlowersOf";"Heracleum sphondylium"
"Vespa velutina";"visitsFlowersOf";"Gomphocarpus physocarpus"
"Vespa velutina";"visitsFlowersOf";"Rubus fruticosus"
"Vespa velutina";"visitsFlowersOf";"Rotheca myricoides"
"Vespa velutina";"visitsFlowersOf";"Micoletzkya"
"Vespa velutina";"visitsFlowersOf";"Melaleuca"
"Vespa velutina";"visitsFlowersOf";"Rhododendron"
"Vespa velutina";"visitsFlowersOf";"Thalia dealbata"
"Vespa velutina";"visitsFlowersOf";"Lantana camara"
"Vespa velutina";"visitsFlowersOf";"Passiflora edulis"
"Vespa velutina";"visitsFlowersOf";"Choisya ternata"
"Vespa velutina";"visitsFlowersOf";"Asteraceae"
"Vespa velutina";"visitsFlowersOf";"Euphorbiaceae"
"Vespa velutina";"visitsFlowersOf";"Passiflora"
"Vespa velutina";"visitsFlowersOf";"Foeniculum"
"Vespa velutina";"visitsFlowersOf";"Asphodeloideae"
"Vespa velutina";"visitsFlowersOf";"Plumeria"
"Vespa velutina";"visitsFlowersOf";"Scrophularieae"
"Vespa velutina";"visitsFlowersOf";"Amaranthaceae"
"Vespa velutina";"visitsFlowersOf";"Ruta"
"Vespa velutina";"visitsFlowersOf";"Aloe"
"Vespa velutina";"visitsFlowersOf";"Proteaceae"
"Vespa velutina";"visitsFlowersOf";"Vitis vinifera"
"Vespa velutina";"visitsFlowersOf";"Hedera maderensis"
"Vespa velutina";"visitsFlowersOf";"Camellia oleifera"
"Vespa velutina";"visitsFlowersOf";"Camellia gauchowensis"
"Vespa velutina";"visitsFlowersOf";"Farfugium japonicum"
"Vespa velutina";"visitsFlowersOf";"Aralia cordata"
"Vespa velutina";"visitsFlowersOf";"Camellia sinensis"
"Vespa velutina";"visitsFlowersOf";"Pittosporum tobira"
"Vespa velutina";"visitsFlowersOf";"Rhaphiolepis"
"Vespa velutina";"visitsFlowersOf";"Ampelopsis heterophylla var. brevipedunculata"
"Vespa velutina";"visitsFlowersOf";"Causonis japonica"
"Vespa velutina";"visitsFlowersOf";"Rubus pannosus"
"Vespa velutina";"visitsFlowersOf";"Hedera rhombea"
"Vespa velutina";"visitsFlowersOf";"Symphyotrichum tenuifolium"
"Vespa velutina";"visitsFlowersOf";"Chrysanthemum x morifolium"
"Vespa velutina";"visitsFlowersOf";"Rubus crataegifolius"
"Vespa velutina";"visitsFlowersOf";"Aralia elata"
"Vespa velutina";"visitsFlowersOf";"Adinandra integerrima"
"Vespa velutina";"visitsFlowersOf";"Rhus"
"Vespa velutina";"visitsFlowersOf";"Allium fistulosum"
"Vespa velutina";"visitsFlowersOf";"Caryopteris incana"
"Vespa velutina";"visitsFlowersOf";"Fatsia japonica"
"Vespa velutina";"visitsFlowersOf";"Solidago"
"Vespa velutina";"visitsFlowersOf";"Canna x generalis"
"Vespa velutina";"visitsFlowersOf";"Eleutherococcus"
"Vespa velutina";"visitsFlowersOf";"Oxalis corniculata"
"Vespa velutina";"visitsFlowersOf";"Chrysanthemum indicum"
"Vespa velutina";"visitsFlowersOf";"Elsholtzia ciliata"
"Vespa velutina";"visitsFlowersOf";"Melaleuca leucadendra"
"Vespa velutina";"visitsFlowersOf";"Rhaphiolepis indica var. umbellata"
"Vespa velutina";"visitsFlowersOf";"Mallotus japonicus"
"Vespa velutina";"visitsFlowersOf";"Clethra barbinervis"
"Vespa velutina";"visitsFlowersOf";"Fagopyrum esculentum"
"Vespa velutina";"visitsFlowersOf";"Callistemon speciosus"
"Vespa velutina";"visitsFlowersOf";"Mentha suaveolens"
"Vespa velutina";"visitsFlowersOf";"Litsea japonica"
"Vespa velutina";"visitsFlowersOf";"Elaeagnus multiflora"
"Vespa velutina";"visitsFlowersOf";"Zanthoxylum ailanthoides"
"Vespa velutina";"vectorOf";"Stemona tuberosa"
"Vespa velutina";"createsHabitatFor";"Betula pendula"
"Vespa velutina";"createsHabitatFor";"Fraxinus"
"Vespa velutina";"createsHabitatFor";"Robinia pseudoacacia"
"Vespa velutina";"createsHabitatFor";"Platanus hybrida"
"Vespa velutina";"createsHabitatFor";"Cupressus sempervirens"
"Vespa velutina";"createsHabitatFor";"Quercus robur"
"Vespa velutina";"createsHabitatFor";"Pinus halepensis"
"Vespa velutina";"createsHabitatFor";"Quercus helferiana"
"Vespa velutina";"createsHabitatFor";"Populus"
"Vespa velutina";"createsHabitatFor";"Tilia"
"Vespa velutina";"createsHabitatFor";"Robinia"
"Vespa velutina";"createsHabitatFor";"Alnus"
"Vespa velutina";"createsHabitatFor";"Abies"
"Vespa velutina";"createsHabitatFor";"Acacia"
"Vespa velutina";"createsHabitatFor";"Cedrus"
"Vespa velutina";"createsHabitatFor";"Pinus"
"Vespa velutina";"createsHabitatFor";"Betyla"
"Vespa velutina";"createsHabitatFor";"Liquidambar"
"Vespa velutina";"createsHabitatFor";"Quercus"
"Vespa velutina";"createsHabitatFor";"Platanus"
"Vespa velutina";"createsHabitatFor";"Liriodendron"
