yearmonth	eeacellcode	kingdomkey	kingdom	familykey	family	specieskey	species	occurrences	mincoordinateuncertaintyinmeters	mintemporaluncertainty	familycount
2017-06	1kmE5498N2632	1	Animalia	5481	Pieridae	1920712	Gonepteryx rhamni	2	25.0	86400	584
2022-05	1kmE5498N2632	1	Animalia	3077	Bombinatoridae	2423435	Bombina variegata	3	3.0	86400	265
2022-05	1kmE5498N2632	6	Plantae	7689	Orchidaceae	2808565	Anacamptis morio	1	1000.0	86400	259
2009-06	1kmE5498N2632	1	Animalia	7017	Nymphalidae	5131910	Apatura iris	1	10.0	86400	3867
2022-05	1kmE5498N2632	1	Animalia	6953	Hesperiidae	8270406	Erynnis tages	1	7.0	86400	728
2016-07	1kmE5498N2633	1	Animalia	3991	Tettigoniidae	1688031	Leptophyes albovittata	1	100.0	86400	451
2016-07	1kmE5498N2633	1	Animalia	7017	Nymphalidae	1898286	Vanessa atalanta	1	100.0	86400	3867
2022-05	1kmE5498N2633	1	Animalia	7017	Nymphalidae	1911461	Coenonympha pamphilus	5	3.0	86400	3867
2022-08	1kmE5498N2633	1	Animalia	7017	Nymphalidae	1911461	Coenonympha pamphilus	1	4.0	86400	3867
2016-07	1kmE5498N2633	1	Animalia	5481	Pieridae	1920712	Gonepteryx rhamni	1	100.0	86400	584
2022-05	1kmE5498N2633	1	Animalia	5473	Lycaenidae	1924494	Loweia tityrus	3	3.0	86400	1810
2022-08	1kmE5498N2633	1	Animalia	5473	Lycaenidae	1929270	Lycaena dispar	1	7.0	86400	1810
2023-06	1kmE5498N2633	1	Animalia	5473	Lycaenidae	1929270	Lycaena dispar	2	4.0	86400	1810
2023-06	1kmE5498N2633	1	Animalia	6953	Hesperiidae	1947335	Carterocephalus palaemon	2	4.0	86400	728
2022-05	1kmE5498N2633	1	Animalia	6953	Hesperiidae	1947335	Carterocephalus palaemon	1	3.0	86400	728
2023-06	1kmE5498N2633	1	Animalia	4324	Reduviidae	2008719	Phymata crassipes	1	1000.0	86400	3
2016-07	1kmE5498N2633	1	Animalia	2877	Accipitridae	2480505	Aquila pomarina	1	10.0	86400	12342
2022-05	1kmE5498N2633	1	Animalia	9650	Pentatomidae	4485798	Carpocoris purpureipennis	2	3.0	86400	259
2022-05	1kmE5498N2633	1	Animalia	9650	Pentatomidae	4485824	Dolycoris baccarum	1	3.0	86400	259
2022-05	1kmE5498N2633	1	Animalia	7017	Nymphalidae	5772890	Boloria dia	2	4.0	86400	3867
2022-08	1kmE5498N2633	1	Animalia	7017	Nymphalidae	5772890	Boloria dia	1	6.0	86400	3867
2016-07	1kmE5498N2634	1	Animalia	4345	Melittidae	1345902	Macropis fulvipes	1	100.0	86400	1
2023-06	1kmE5498N2634	1	Animalia	7017	Nymphalidae	1911278	Coenonympha iphis	1	3.0	86400	3867
2023-06	1kmE5498N2634	6	Plantae	7689	Orchidaceae	7845022	Gymnadenia conopsea	1	3.0	86400	259
2023-06	1kmE5498N2634	1	Animalia	7017	Nymphalidae	7934873	Melitaea phoebe	1	3.0	86400	3867
2023-06	1kmE5498N2634	6	Plantae	7689	Orchidaceae	9213153	Platanthera bifolia	1	1000.0	86400	259
2018-11	1kmE5498N2661	1	Animalia	2877	Accipitridae	2480537	Buteo buteo	1	25.0	86400	12342
2019-01	1kmE5498N2665	1	Animalia	2877	Accipitridae	2480537	Buteo buteo	2	25.0	86400	12342
2018-03	1kmE5498N2671	1	Animalia	2877	Accipitridae	2480537	Buteo buteo	1	25.0	86400	12342
2019-01	1kmE5498N2671	1	Animalia	2877	Accipitridae	2480537	Buteo buteo	2	25.0	86400	12342
2019-03	1kmE5498N2671	1	Animalia	2877	Accipitridae	2480537	Buteo buteo	1	25.0	86400	12342
2020-12	1kmE5498N2682	1	Animalia	2877	Accipitridae	2480637	Accipiter nisus	1	2.0	86400	12342
2019-12	1kmE5498N2682	1	Animalia	5235	Corvidae	2482515	Corvus cornix	2	25.0	86400	14306
2019-11	1kmE5498N2682	1	Animalia	5264	Passeridae	5231198	Passer montanus	1	25.0	86400	6090
2020-12	1kmE5498N2682	1	Animalia	5264	Passeridae	5231198	Passer montanus	1	3.0	86400	6090
2020-02	1kmE5498N2682	1	Animalia	5264	Passeridae	5231198	Passer montanus	4	25.0	86400	6090
2020-12	1kmE5498N2682	1	Animalia	3685	Ardeidae	9797180	Ardea cinerea	1	7.0	86400	7397
2014-07	1kmE5498N2683	1	Animalia	9289	Ciconiidae	2481912	Ciconia ciconia	2	1000.0	86400	2895
2020-01	1kmE5498N2683	1	Animalia	3685	Ardeidae	9797180	Ardea cinerea	1	25.0	86400	7397
2021-10	1kmE5498N2684	1	Animalia	2877	Accipitridae	2480637	Accipiter nisus	1	6.0	86400	12342
2018-06	1kmE5498N2684	1	Animalia	6101019	Acrocephalidae	2493129	Acrocephalus schoenobaenus	1	25.0	86400	1020
2020-06	1kmE5498N2684	1	Animalia	9322	Muscicapidae	4408759	Saxicola rubicola	2	25.0	86400	7555
2021-01	1kmE5498N2684	1	Animalia	5264	Passeridae	5231198	Passer montanus	1	3.0	86400	6090
2020-06	1kmE5498N2684	1	Animalia	9315	Laniidae	7745240	Lanius collurio	1	25.0	86400	4335
2021-01	1kmE5498N2684	1	Animalia	5242	Fringillidae	8104397	Linaria cannabina	1	3.0	86400	6448
2022-08	1kmE5498N2687	1	Animalia	2877	Accipitridae	2480637	Accipiter nisus	1	100.0	86400	12342
2014-07	1kmE5498N2688	1	Animalia	9289	Ciconiidae	2481912	Ciconia ciconia	1	1000.0	86400	2895
2024-08	1kmE5498N2690	1	Animalia	9315	Laniidae	7745240	Lanius collurio	1	4.0	86400	4335
2020-12	1kmE5498N2691	1	Animalia	9327	Paridae	2487879	Cyanistes caeruleus	1	3.0	86400	4357
2014-07	1kmE5498N2691	1	Animalia	5233	Columbidae	2495708	Streptopelia turtur	1	1000.0	86400	7712
2020-03	1kmE5498N2692	1	Animalia	2877	Accipitridae	2480482	Circus aeruginosus	1	25.0	86400	12342
2020-06	1kmE5498N2692	1	Animalia	9289	Ciconiidae	2481912	Ciconia ciconia	1	25.0	86400	2895
2014-07	1kmE5498N2692	1	Animalia	5233	Columbidae	2495708	Streptopelia turtur	1	25.0	86400	7712
2019-05	1kmE5498N2692	1	Animalia	9322	Muscicapidae	4408759	Saxicola rubicola	1	25.0	86400	7555
2018-08	1kmE5498N2692	1	Animalia	5264	Passeridae	5231198	Passer montanus	1	25.0	86400	6090
2019-05	1kmE5498N2692	1	Animalia	9315	Laniidae	7745240	Lanius collurio	1	25.0	86400	4335
2020-08	1kmE5498N2692	1	Animalia	3685	Ardeidae	9797180	Ardea cinerea	1	25.0	86400	7397
2019-12	1kmE5498N2697	1	Animalia	5235	Corvidae	2482492	Corvus corax	1	25.0	86400	14306
2019-12	1kmE5498N2700	1	Animalia	5235	Corvidae	2482492	Corvus corax	1	25.0	86400	14306
2020-02	1kmE5498N2701	1	Animalia	5235	Corvidae	2482492	Corvus corax	1	25.0	86400	14306
2020-12	1kmE5498N2701	1	Animalia	5235	Corvidae	2482492	Corvus corax	1	10.0	86400	14306
2020-01	1kmE5498N2701	1	Animalia	5235	Corvidae	2482492	Corvus corax	1	25.0	86400	14306
2019-03	1kmE5498N2701	1	Animalia	5235	Corvidae	2482492	Corvus corax	2	25.0	86400	14306
2019-11	1kmE5498N2701	1	Animalia	5235	Corvidae	2482492	Corvus corax	1	25.0	86400	14306
2020-02	1kmE5498N2701	1	Animalia	5215	Bombycillidae	2484605	Bombycilla garrulus	1	25.0	86400	28
2020-03	1kmE5498N2701	1	Animalia	9327	Paridae	2487843	Poecile palustris	4	25.0	86400	4357
2021-01	1kmE5498N2701	1	Animalia	9327	Paridae	2487843	Poecile palustris	2	3.0	86400	4357
2020-12	1kmE5498N2701	1	Animalia	9327	Paridae	2487843	Poecile palustris	1	3.0	86400	4357
2020-11	1kmE5498N2701	1	Animalia	9327	Paridae	2487843	Poecile palustris	1	10.0	86400	4357
2019-12	1kmE5498N2701	1	Animalia	9327	Paridae	2487843	Poecile palustris	2	25.0	86400	4357
2019-12	1kmE5498N2701	1	Animalia	9327	Paridae	2487879	Cyanistes caeruleus	1	25.0	86400	4357
2020-12	1kmE5498N2702	1	Animalia	9327	Paridae	2487843	Poecile palustris	2	3.0	86400	4357
2020-07	1kmE5498N2712	1	Animalia	9327	Paridae	2487843	Poecile palustris	1	25.0	86400	4357
2017-06	1kmE5498N2738	1	Animalia	5235	Corvidae	2482613	Nucifraga caryocatactes	1	25.0	86400	14306
2017-06	1kmE5498N2738	1	Animalia	5257	Motacillidae	2490246	Anthus trivialis	2	25.0	86400	5086
2017-06	1kmE5498N2738	1	Animalia	6100963	Phylloscopidae	2493091	Phylloscopus collybita	2	25.0	86400	1656
2017-06	1kmE5498N2738	1	Animalia	9309	Cuculidae	5231918	Cuculus canorus	1	25.0	86400	779
2017-06	1kmE5498N2739	1	Animalia	9309	Cuculidae	5231918	Cuculus canorus	1	25.0	86400	779
2018-05	1kmE5498N2744	1	Animalia	9289	Ciconiidae	2481912	Ciconia ciconia	2	25.0	86400	2895
2018-04	1kmE5498N2744	1	Animalia	9289	Ciconiidae	2481912	Ciconia ciconia	5	25.0	86400	2895
2017-06	1kmE5498N2744	1	Animalia	9289	Ciconiidae	2481912	Ciconia ciconia	2	25.0	86400	2895
2020-08	1kmE5498N2747	1	Animalia	2877	Accipitridae	2480482	Circus aeruginosus	1	25.0	86400	12342
2015-04	1kmE5498N2750	1	Animalia	9289	Ciconiidae	2481912	Ciconia ciconia	1	25.0	86400	2895
2018-04	1kmE5498N2750	1	Animalia	9289	Ciconiidae	2481912	Ciconia ciconia	1	25.0	86400	2895
2017-06	1kmE5498N2750	1	Animalia	9289	Ciconiidae	2481912	Ciconia ciconia	1	25.0	86400	2895
2023-06	1kmE5498N2754	6	Plantae	2518	Caryophyllaceae	5384738	Silene flos-cuculi	1	5.0	86400	86
2012-01	1kmE5498N2775	1	Animalia	5242	Fringillidae	2494686	Carduelis carduelis	1	10.0	86400	6448
2014-08	1kmE5498N2777	1	Animalia	9331	Phasianidae	2473663	Tetrastes bonasia	1	25.0	86400	762
2015-08	1kmE5498N2777	1	Animalia	9333	Picidae	2477872	Dryocopus martius	1	25.0	86400	4398
2015-08	1kmE5498N2777	1	Animalia	9327	Paridae	2487866	Poecile montanus	1	25.0	86400	4357
2014-08	1kmE5498N2777	1	Animalia	9327	Paridae	2487866	Poecile montanus	1	25.0	86400	4357
2023-07	1kmE5498N2819	1	Animalia	9333	Picidae	2478548	Picus canus	1	5.0	86400	4398
2019-05	1kmE5499N2604	1	Animalia	2877	Accipitridae	2480537	Buteo buteo	1	25.0	86400	12342
2022-07	1kmE5499N2608	1	Animalia	2877	Accipitridae	2480420	Pernis apivorus	1	1000.0	86400	12342
2019-05	1kmE5499N2610	1	Animalia	9327	Paridae	2487871	Periparus ater	2	25.0	86400	4357
2019-05	1kmE5499N2611	1	Animalia	9327	Paridae	2487871	Periparus ater	3	25.0	86400	4357
2019-05	1kmE5499N2611	1	Animalia	9327	Paridae	2487883	Lophophanes cristatus	3	25.0	86400	4357
2018-07	1kmE5499N2612	1	Animalia	9327	Paridae	2487871	Periparus ater	1	25.0	86400	4357
2017-06	1kmE5499N2613	1	Animalia	6750	Salamandridae	2431776	Salamandra salamandra	1	25.0	86400	244
2018-07	1kmE5499N2613	1	Animalia	2877	Accipitridae	2480537	Buteo buteo	1	25.0	86400	12342
2018-07	1kmE5499N2613	1	Animalia	5235	Corvidae	2482613	Nucifraga caryocatactes	2	25.0	86400	14306
2014-06	1kmE5499N2613	1	Animalia	5257	Motacillidae	2490310	Motacilla cinerea	1	25.0	86400	5086
2024-08	1kmE5499N2613	1	Animalia	5257	Motacillidae	2490310	Motacilla cinerea	1	5.0	86400	5086
2024-08	1kmE5499N2613	1	Animalia	5290	Turdidae	2490774	Turdus viscivorus	1	5.0	86400	4703
2024-08	1kmE5499N2613	1	Animalia	9322	Muscicapidae	2492462	Erithacus rubecula	1	5.0	86400	7555
2016-09	1kmE5499N2613	1	Animalia	9290	Cinclidae	2495093	Cinclus cinclus	2	25.0	86400	403
2017-06	1kmE5499N2614	1	Animalia	7017	Nymphalidae	1898544	Polygonia c-album	1	25.0	86400	3867
2017-06	1kmE5499N2614	1	Animalia	5473	Lycaenidae	1925918	Celastrina argiolus	1	25.0	86400	1810
2016-09	1kmE5499N2614	1	Animalia	2877	Accipitridae	2480537	Buteo buteo	1	25.0	86400	12342
2016-09	1kmE5499N2614	1	Animalia	5235	Corvidae	2482613	Nucifraga caryocatactes	1	25.0	86400	14306
2016-09	1kmE5499N2614	1	Animalia	9327	Paridae	2487843	Poecile palustris	1	25.0	86400	4357
2022-10	1kmE5499N2614	1	Animalia	9327	Paridae	2487871	Periparus ater	2	1000.0	86400	4357
2021-09	1kmE5499N2614	1	Animalia	9327	Paridae	2487871	Periparus ater	1	23.0	86400	4357
2017-06	1kmE5499N2614	1	Animalia	5257	Motacillidae	2490310	Motacilla cinerea	1	25.0	86400	5086
2016-09	1kmE5499N2614	1	Animalia	5257	Motacillidae	2490310	Motacilla cinerea	3	25.0	86400	5086
2019-05	1kmE5499N2614	1	Animalia	9290	Cinclidae	2495093	Cinclus cinclus	1	25.0	86400	403
2016-09	1kmE5499N2614	1	Animalia	9322	Muscicapidae	5739315	Phoenicurus ochruros	3	25.0	86400	7555
2012-07	1kmE5499N2615	1	Animalia	5257	Motacillidae	2490310	Motacilla cinerea	2	100.0	86400	5086
2014-06	1kmE5499N2615	1	Animalia	5257	Motacillidae	2490310	Motacilla cinerea	3	25.0	86400	5086
2016-09	1kmE5499N2615	1	Animalia	9290	Cinclidae	2495093	Cinclus cinclus	1	25.0	86400	403
2014-06	1kmE5499N2615	1	Animalia	9290	Cinclidae	2495093	Cinclus cinclus	1	25.0	86400	403
2003-07	1kmE5499N2615	1	Animalia	7017	Nymphalidae	5130682	Nymphalis antiopa	1	1000.0	86400	3867
2012-07	1kmE5499N2615	1	Animalia	5257	Motacillidae	9687165	Motacilla alba	2	100.0	86400	5086
2014-06	1kmE5499N2615	1	Animalia	5257	Motacillidae	9687165	Motacilla alba	1	25.0	86400	5086
2018-10	1kmE5499N2618	1	Animalia	9681	Ursidae	2433433	Ursus arctos	1	1000.0	86400	281
2015-09	1kmE5499N2618	1	Animalia	9681	Ursidae	2433433	Ursus arctos	1	1000.0	86400	281
2015-08	1kmE5499N2618	1	Animalia	9681	Ursidae	2433433	Ursus arctos	3	1000.0	86400	281
2014-06	1kmE5499N2618	1	Animalia	5298	Cervidae	2440958	Cervus elaphus	1	25.0	86400	56
2014-06	1kmE5499N2618	1	Animalia	5257	Motacillidae	2490310	Motacilla cinerea	1	25.0	86400	5086
2023-08	1kmE5499N2618	1	Animalia	9322	Muscicapidae	2492462	Erithacus rubecula	1	11.0	86400	7555
2023-08	1kmE5499N2618	1	Animalia	5235	Corvidae	5229493	Garrulus glandarius	1	8.0	86400	14306
2024-08	1kmE5499N2630	1	Animalia	7017	Nymphalidae	1911278	Coenonympha iphis	1	5.0	86400	3867
2024-08	1kmE5499N2630	1	Animalia	7017	Nymphalidae	1911461	Coenonympha pamphilus	1	5.0	86400	3867
2023-05	1kmE5499N2630	1	Animalia	6953	Hesperiidae	1947335	Carterocephalus palaemon	1	1000.0	86400	728
2024-07	1kmE5499N2630	1	Animalia	3077	Bombinatoridae	2423435	Bombina variegata	1	5.0	86400	265
2018-09	1kmE5499N2663	1	Animalia	2877	Accipitridae	2480537	Buteo buteo	1	25.0	86400	12342
2017-11	1kmE5499N2663	1	Animalia	2877	Accipitridae	2480537	Buteo buteo	1	25.0	86400	12342
2018-06	1kmE5499N2663	1	Animalia	2877	Accipitridae	2480537	Buteo buteo	1	25.0	86400	12342
2017-12	1kmE5499N2663	1	Animalia	2877	Accipitridae	2480537	Buteo buteo	1	25.0	86400	12342
2023-06	1kmE5499N2672	1	Animalia	9289	Ciconiidae	2481912	Ciconia ciconia	1	1000.0	86400	2895
2019-08	1kmE5499N2673	1	Animalia	9315	Laniidae	7745240	Lanius collurio	1	25.0	86400	4335
2018-03	1kmE5499N2674	1	Animalia	2877	Accipitridae	2480537	Buteo buteo	1	25.0	86400	12342
2020-03	1kmE5499N2683	1	Animalia	5264	Passeridae	5231198	Passer montanus	1	25.0	86400	6090
2019-12	1kmE5499N2683	1	Animalia	5264	Passeridae	5231198	Passer montanus	1	25.0	86400	6090
2020-03	1kmE5499N2683	1	Animalia	5242	Fringillidae	8104397	Linaria cannabina	1	25.0	86400	6448
2019-04	1kmE5499N2684	1	Animalia	2877	Accipitridae	2480505	Aquila pomarina	1	100.0	86400	12342
2021-03	1kmE5499N2684	1	Animalia	9289	Ciconiidae	2481912	Ciconia ciconia	1	3.0	86400	2895
2019-11	1kmE5499N2684	1	Animalia	5235	Corvidae	2482515	Corvus cornix	2	25.0	86400	14306
2019-12	1kmE5499N2684	1	Animalia	5235	Corvidae	2482515	Corvus cornix	2	25.0	86400	14306
2019-02	1kmE5499N2684	1	Animalia	5235	Corvidae	2482515	Corvus cornix	1	25.0	86400	14306
2020-02	1kmE5499N2684	1	Animalia	5264	Passeridae	5231198	Passer montanus	4	25.0	86400	6090
2021-01	1kmE5499N2684	1	Animalia	5264	Passeridae	5231198	Passer montanus	4	3.0	86400	6090
2020-12	1kmE5499N2684	1	Animalia	5264	Passeridae	5231198	Passer montanus	3	3.0	86400	6090
2021-01	1kmE5499N2684	1	Animalia	5242	Fringillidae	8104397	Linaria cannabina	1	3.0	86400	6448
2020-02	1kmE5499N2684	1	Animalia	5242	Fringillidae	8104397	Linaria cannabina	3	25.0	86400	6448
2020-12	1kmE5499N2684	1	Animalia	3685	Ardeidae	9797180	Ardea cinerea	2	2.0	86400	7397
2021-03	1kmE5499N2684	1	Animalia	3685	Ardeidae	9797180	Ardea cinerea	1	3.0	86400	7397
2020-03	1kmE5499N2685	1	Animalia	2877	Accipitridae	2480637	Accipiter nisus	2	25.0	86400	12342
2018-06	1kmE5499N2685	1	Animalia	9289	Ciconiidae	2481912	Ciconia ciconia	1	25.0	86400	2895
2016-04	1kmE5499N2685	1	Animalia	9289	Ciconiidae	2481912	Ciconia ciconia	1	25.0	86400	2895
2020-04	1kmE5499N2685	1	Animalia	9289	Ciconiidae	2481912	Ciconia ciconia	1	25.0	86400	2895
2019-04	1kmE5499N2685	1	Animalia	9289	Ciconiidae	2481912	Ciconia ciconia	1	25.0	86400	2895
2019-01	1kmE5499N2685	1	Animalia	5235	Corvidae	2482515	Corvus cornix	1	25.0	86400	14306
2014-07	1kmE5499N2685	1	Animalia	2986	Anatidae	2498255	Aythya ferina	1	1000.0	86400	12925
2018-06	1kmE5499N2686	1	Animalia	9289	Ciconiidae	2481912	Ciconia ciconia	1	25.0	86400	2895
2018-06	1kmE5499N2687	1	Animalia	9289	Ciconiidae	2481912	Ciconia ciconia	9	25.0	86400	2895
2019-03	1kmE5499N2687	1	Animalia	9289	Ciconiidae	2481912	Ciconia ciconia	1	25.0	86400	2895
2021-06	1kmE5499N2687	1	Animalia	9289	Ciconiidae	2481912	Ciconia ciconia	1	3.0	86400	2895
2020-03	1kmE5499N2687	1	Animalia	9289	Ciconiidae	2481912	Ciconia ciconia	3	25.0	86400	2895
2019-12	1kmE5499N2687	1	Animalia	5264	Passeridae	5231198	Passer montanus	1	25.0	86400	6090
2022-08	1kmE5499N2687	1	Animalia	5264	Passeridae	5231198	Passer montanus	1	100.0	86400	6090
2020-04	1kmE5499N2688	1	Animalia	9289	Ciconiidae	2481912	Ciconia ciconia	1	25.0	86400	2895
2020-03	1kmE5499N2688	1	Animalia	9289	Ciconiidae	2481912	Ciconia ciconia	1	25.0	86400	2895
2019-06	1kmE5499N2688	1	Animalia	9289	Ciconiidae	2481912	Ciconia ciconia	1	25.0	86400	2895
2019-12	1kmE5499N2688	1	Animalia	5235	Corvidae	2482515	Corvus cornix	1	25.0	86400	14306
2021-01	1kmE5499N2689	1	Animalia	2877	Accipitridae	2480637	Accipiter nisus	1	6.0	86400	12342
2020-04	1kmE5499N2689	1	Animalia	9289	Ciconiidae	2481912	Ciconia ciconia	1	25.0	86400	2895
2019-06	1kmE5499N2689	1	Animalia	9289	Ciconiidae	2481912	Ciconia ciconia	1	25.0	86400	2895
2019-04	1kmE5499N2689	1	Animalia	9289	Ciconiidae	2481912	Ciconia ciconia	1	25.0	86400	2895
2014-07	1kmE5499N2689	1	Animalia	9289	Ciconiidae	2481912	Ciconia ciconia	1	25.0	86400	2895
2019-12	1kmE5499N2689	1	Animalia	5235	Corvidae	2482515	Corvus cornix	1	25.0	86400	14306
2019-03	1kmE5499N2689	1	Animalia	9322	Muscicapidae	4408759	Saxicola rubicola	1	25.0	86400	7555
2015-05	1kmE5499N2689	1	Animalia	5257	Motacillidae	9701857	Motacilla flava	1	5.0	86400	5086
2021-01	1kmE5499N2689	1	Animalia	3685	Ardeidae	9797180	Ardea cinerea	1	3.0	86400	7397
2019-06	1kmE5499N2690	1	Animalia	9289	Ciconiidae	2481912	Ciconia ciconia	1	25.0	86400	2895
2020-06	1kmE5499N2690	1	Animalia	9289	Ciconiidae	2481912	Ciconia ciconia	3	25.0	86400	2895
2019-09	1kmE5499N2690	1	Animalia	5235	Corvidae	2482515	Corvus cornix	1	25.0	86400	14306
2018-06	1kmE5499N2690	1	Animalia	9315	Laniidae	2492854	Lanius minor	1	25.0	86400	4335
2019-06	1kmE5499N2690	1	Animalia	9315	Laniidae	2492854	Lanius minor	1	25.0	86400	4335
2020-03	1kmE5499N2690	1	Animalia	9322	Muscicapidae	4408759	Saxicola rubicola	1	25.0	86400	7555
2020-01	1kmE5499N2690	1	Animalia	5264	Passeridae	5231198	Passer montanus	1	25.0	86400	6090
2020-03	1kmE5499N2690	1	Animalia	5264	Passeridae	5231198	Passer montanus	3	25.0	86400	6090
2020-06	1kmE5499N2690	1	Animalia	5264	Passeridae	5231198	Passer montanus	2	25.0	86400	6090
2019-01	1kmE5499N2690	1	Animalia	5264	Passeridae	5231198	Passer montanus	1	25.0	86400	6090
2019-03	1kmE5499N2691	1	Animalia	2877	Accipitridae	2480482	Circus aeruginosus	1	25.0	86400	12342
2020-03	1kmE5499N2691	1	Animalia	9289	Ciconiidae	2481912	Ciconia ciconia	1	25.0	86400	2895
2020-04	1kmE5499N2691	1	Animalia	9289	Ciconiidae	2481912	Ciconia ciconia	1	25.0	86400	2895
2019-07	1kmE5499N2691	1	Animalia	9289	Ciconiidae	2481912	Ciconia ciconia	1	25.0	86400	2895
2019-04	1kmE5499N2691	1	Animalia	9289	Ciconiidae	2481912	Ciconia ciconia	1	25.0	86400	2895
2018-08	1kmE5499N2691	1	Animalia	9289	Ciconiidae	2481912	Ciconia ciconia	1	25.0	86400	2895
2019-12	1kmE5499N2691	1	Animalia	5235	Corvidae	2482515	Corvus cornix	1	25.0	86400	14306
2019-02	1kmE5499N2691	1	Animalia	5235	Corvidae	2482515	Corvus cornix	1	25.0	86400	14306
2019-11	1kmE5499N2691	1	Animalia	5235	Corvidae	2482515	Corvus cornix	1	25.0	86400	14306
2020-03	1kmE5499N2691	1	Animalia	9327	Paridae	2487879	Cyanistes caeruleus	1	25.0	86400	4357
2021-04	1kmE5499N2691	1	Animalia	9322	Muscicapidae	4408759	Saxicola rubicola	1	4.0	86400	7555
2020-06	1kmE5499N2691	1	Animalia	5264	Passeridae	5231198	Passer montanus	1	25.0	86400	6090
2020-03	1kmE5499N2691	1	Animalia	5242	Fringillidae	8104397	Linaria cannabina	1	25.0	86400	6448
2022-08	1kmE5499N2691	1	Animalia	5242	Fringillidae	8104397	Linaria cannabina	1	100.0	86400	6448
2019-12	1kmE5499N2693	1	Animalia	5264	Passeridae	5231198	Passer montanus	1	25.0	86400	6090
2019-05	1kmE5499N2693	1	Animalia	9315	Laniidae	7745240	Lanius collurio	1	25.0	86400	4335
2018-05	1kmE5499N2695	1	Animalia	6101019	Acrocephalidae	2493136	Acrocephalus palustris	1	25.0	86400	1020
2019-12	1kmE5499N2696	1	Animalia	9327	Paridae	2487843	Poecile palustris	1	25.0	86400	4357
2019-12	1kmE5499N2702	1	Animalia	5235	Corvidae	2482492	Corvus corax	1	25.0	86400	14306
2020-02	1kmE5499N2702	1	Animalia	5215	Bombycillidae	2484605	Bombycilla garrulus	1	25.0	86400	28
2019-12	1kmE5499N2702	1	Animalia	9327	Paridae	2487843	Poecile palustris	1	25.0	86400	4357
2021-02	1kmE5499N2702	1	Animalia	9327	Paridae	2487843	Poecile palustris	1	3.0	86400	4357
2021-03	1kmE5499N2704	1	Animalia	5235	Corvidae	2482492	Corvus corax	1	7.0	86400	14306
2020-06	1kmE5499N2704	1	Animalia	5235	Corvidae	2482492	Corvus corax	1	25.0	86400	14306
2021-03	1kmE5499N2704	1	Animalia	9327	Paridae	2487843	Poecile palustris	1	3.0	86400	4357
2020-03	1kmE5499N2704	1	Animalia	9327	Paridae	2487843	Poecile palustris	2	25.0	86400	4357
2024-03	1kmE5499N2705	1	Animalia	5235	Corvidae	2482492	Corvus corax	1	3.0	86400	14306
2020-02	1kmE5499N2708	1	Animalia	5235	Corvidae	2482492	Corvus corax	1	25.0	86400	14306
2019-07	1kmE5499N2708	1	Animalia	5235	Corvidae	2482492	Corvus corax	1	25.0	86400	14306
2018-05	1kmE5499N2708	1	Animalia	9327	Paridae	2487843	Poecile palustris	1	25.0	86400	4357
2018-08	1kmE5499N2708	1	Animalia	5302	Suidae	7705930	Sus scrofa	1	100.0	86400	8
2020-04	1kmE5499N2717	1	Animalia	9355	Troglodytidae	5231438	Troglodytes troglodytes	1	25.0	86400	305
2024-05	1kmE5499N2748	1	Animalia	7780	Chrysomelidae	4459731	Chrysomela vigintipunctata	1	1000.0	86400	45
2018-05	1kmE5499N2749	1	Animalia	9289	Ciconiidae	2481912	Ciconia ciconia	2	25.0	86400	2895
2018-04	1kmE5499N2749	1	Animalia	9289	Ciconiidae	2481912	Ciconia ciconia	1	25.0	86400	2895
2017-06	1kmE5499N2749	1	Animalia	9289	Ciconiidae	2481912	Ciconia ciconia	1	25.0	86400	2895
2015-03	1kmE5499N2749	1	Animalia	9289	Ciconiidae	2481912	Ciconia ciconia	1	25.0	86400	2895
2009-08	1kmE5499N2844	1	Animalia	6920	Syrphidae	1541116	Eristalis pertinax	1	1000.0	86400	361
2009-08	1kmE5499N2844	1	Animalia	6920	Syrphidae	1541339	Eristalis rupium	1	1000.0	86400	361
2009-08	1kmE5499N2845	1	Animalia	6920	Syrphidae	1541217	Eristalis tenax	1	1000.0	86400	361
2009-08	1kmE5499N2845	1	Animalia	6920	Syrphidae	1543332	Eriozona syrphoides	1	1000.0	86400	361
2024-07	1kmE5500N2582	1	Animalia	5235	Corvidae	2482492	Corvus corax	1	3.0	86400	14306
2023-06	1kmE5500N2586	1	Animalia	5235	Corvidae	2482492	Corvus corax	1	5.0	86400	14306
2023-06	1kmE5500N2586	1	Animalia	9322	Muscicapidae	5739315	Phoenicurus ochruros	1	5.0	86400	7555
2006-09	1kmE5500N2605	1	Animalia	9614	Bovidae	5220170	Rupicapra rupicapra	1	1000.0	86400	80
2024-08	1kmE5500N2611	1	Animalia	9333	Picidae	2477804	Picoides tridactylus	1	5.0	86400	4398
2024-08	1kmE5500N2611	1	Animalia	9333	Picidae	2477872	Dryocopus martius	1	5.0	86400	4398
2019-05	1kmE5500N2611	1	Animalia	5235	Corvidae	2482613	Nucifraga caryocatactes	1	25.0	86400	14306
2012-07	1kmE5500N2611	1	Animalia	5235	Corvidae	2482613	Nucifraga caryocatactes	1	1000.0	86400	14306
2012-07	1kmE5500N2611	1	Animalia	5257	Motacillidae	2490310	Motacilla cinerea	1	1000.0	86400	5086
