"source","interaction","target"
"Pholidoptera griseoaptera","interactsWith","Urtica dioica"
"Pholidoptera griseoaptera","interactsWith","Galium aparine"
"Syritta pipiens","visitsFlowersOf","Eupatorium cannabinum"
"Syritta pipiens","visitsFlowersOf","Veronica chamaedrys"
"Syritta pipiens","visitsFlowersOf","Euphorbia palustris"
"Syritta pipiens","visitsFlowersOf","Conium maculatum"
"Syritta pipiens","visitsFlowersOf","Aegopodium podagraria"
"Syritta pipiens","visitsFlowersOf","Mentha longifolia"
"Syritta pipiens","interactsWith","Taraxacum officinale"
"Syritta pipiens","interactsWith","Hypericum perforatum"
"Syritta pipiens","interactsWith","Lactuca serriola"
"Syritta pipiens","interactsWith","Bellis perennis"
"Syritta pipiens","interactsWith","Cirsium arvense"
"Syritta pipiens","eats","Cymbalaria muralis"
"Syritta pipiens","eats","Taraxacum officinale"
"Syritta pipiens","eats","Alliaria petiolata"
"Syritta pipiens","eats","Galinsoga quadriradiata"
"Syritta pipiens","eats","Tanacetum vulgare"
"Syritta pipiens","eats","Erigeron annuus"
"Syritta pipiens","eats","Mentha longifolia"
"Syritta pipiens","eats","Clinopodium vulgare"
"Ferdinandea cuprea","interactsWith","Cossus cossus"
"Volucella zonaria","visitsFlowersOf","Erigeron annuus"
"Volucella zonaria","visitsFlowersOf","Cirsium arvense"
"Volucella zonaria","visits","Origanum vulgare"
"Volucella zonaria","interactsWith","Eupatorium cannabinum"
"Volucella zonaria","eats","Succisa pratensis"
"Volucella bombylans","pollinates","Dipsacus fullonum"
"Volucella bombylans","visits","Carduus nutans"
"Volucella inanis","visitsFlowersOf","Filipendula ulmaria"
"Volucella inanis","visits","Origanum vulgare"
"Volucella inanis","interactsWith","Eupatorium cannabinum"
"Volucella inanis","interactsWith","Cirsium arvense"
"Volucella inanis","visitsFlowersOf","Dipsacus fullonum"
"Volucella inanis","visitsFlowersOf","Mentha aquatica"
"Volucella inanis","visitsFlowersOf","Dipsacus pilosus"
"Volucella inanis","visitsFlowersOf","Eupatorium cannabinum"
"Volucella inanis","visitsFlowersOf","Cirsium vulgare"
"Volucella inanis","visitsFlowersOf","Cichorium intybus"
"Volucella inanis","visitsFlowersOf","Centaurea scabiosa"
"Volucella inanis","visitsFlowersOf","Achillea millefolium"
"Volucella inanis","visitsFlowersOf","Cirsium eriophorum"
"Volucella inanis","visitsFlowersOf","Succisa pratensis"
"Volucella inanis","visitsFlowersOf","Lycopus europaeus"
"Xylota segnis","visitsFlowersOf","Dipsacus fullonum"
"Xylota segnis","visitsFlowersOf","Filipendula ulmaria"
"Xylota segnis","visitsFlowersOf","Caltha palustris"
"Xylota segnis","visitsFlowersOf","Mentha aquatica"
"Xylota segnis","visitsFlowersOf","Stellaria media"
"Xylota segnis","visitsFlowersOf","Stellaria holostea"
"Xylota segnis","visitsFlowersOf","Veronica persica"
"Xylota segnis","visitsFlowersOf","Veronica officinalis"
"Xylota segnis","visitsFlowersOf","Veronica chamaedrys"
"Xylota segnis","visitsFlowersOf","Veronica beccabunga"
"Xylota segnis","visitsFlowersOf","Helianthemum nummularium"
"Xylota segnis","visitsFlowersOf","Dipsacus pilosus"
"Xylota segnis","visitsFlowersOf","Sambucus nigra"
"Xylota segnis","visitsFlowersOf","Cornus sanguinea"
"Xylota segnis","visitsFlowersOf","Cirsium vulgare"
"Xylota segnis","visitsFlowersOf","Cirsium arvense"
"Xylota segnis","visitsFlowersOf","Centaurea scabiosa"
"Xylota segnis","visitsFlowersOf","Achillea millefolium"
"Xylota segnis","visitsFlowersOf","Stellaria nemorum"
"Xylota segnis","visitsFlowersOf","Allium ursinum"
"Xylota segnis","visitsFlowersOf","Cirsium eriophorum"
"Xylota segnis","visitsFlowersOf","Succisa pratensis"
"Xylota segnis","visitsFlowersOf","Silene latifolia"
"Xylota segnis","visitsFlowersOf","Silene dioica"
"Xylota segnis","visitsFlowersOf","Ficaria verna"
"Xylota segnis","interactsWith","Hylobius (Callirus) abietis"
"Xylota segnis","interactsWith","Urtica dioica"
"Mallota florea","visitsFlowersOf","Euphorbia amygdaloides"
"Mallota florea","visitsFlowersOf","Prunus spinosa"
"Mallota florea","visitsFlowersOf","Caltha palustris"
"Mallota florea","visitsFlowersOf","Convolvulus arvensis"
"Mallota florea","visitsFlowersOf","Aegopodium podagraria"
"Mallota florea","visitsFlowersOf","Conium maculatum"
"Mallota florea","visitsFlowersOf","Origanum vulgare"
"Mallota florea","visitsFlowersOf","Cornus sanguinea"
"Mallota florea","visitsFlowersOf","Cirsium vulgare"
"Mallota florea","visitsFlowersOf","Cirsium arvense"
"Mallota florea","visitsFlowersOf","Cichorium intybus"
"Mallota florea","visitsFlowersOf","Bellis perennis"
"Mallota florea","visitsFlowersOf","Centaurea scabiosa"
"Mallota florea","visitsFlowersOf","Achillea millefolium"
"Mallota florea","visitsFlowersOf","Allium ursinum"
"Mallota florea","visitsFlowersOf","Cirsium eriophorum"
"Mallota florea","visitsFlowersOf","Succisa pratensis"
"Mallota florea","visitsFlowersOf","Silene latifolia"
"Mallota florea","visitsFlowersOf","Silene dioica"
"Mallota florea","visitsFlowersOf","Ficaria verna"
"Mallota florea","visitsFlowersOf","Papaver rhoeas"
"Mallota florea","visitsFlowersOf","Lycopus europaeus"
"Mallota florea","visitsFlowersOf","Solidago virgaurea"
"Mallota florea","pollinates","Cardaria draba"
"Mallota florea","pollinates","Filipendula ulmaria"
"Eristalis tenax","visitsFlowersOf","Ficaria verna"
"Eristalis tenax","visitsFlowersOf","Medicago sativa"
"Eristalis tenax","visitsFlowersOf","Arctium tomentosum"
"Eristalis tenax","visitsFlowersOf","Hypericum perforatum"
"Eristalis tenax","visitsFlowersOf","Pilosella aurantiaca"
"Eristalis tenax","visitsFlowersOf","Tanacetum parthenium"
"Eristalis tenax","visitsFlowersOf","Cirsium vulgare"
"Eristalis tenax","visitsFlowersOf","Succisa pratensis"
"Eristalis tenax","visitsFlowersOf","Colchicum autumnale"
"Eristalis tenax","visits","Taraxacum officinale"
"Eristalis tenax","visits","Achillea millefolium"
"Eristalis tenax","visits","Origanum vulgare"
"Eristalis tenax","interactsWith","Taraxacum officinale"
"Eristalis tenax","interactsWith","Urtica dioica"
"Eristalis tenax","interactsWith","Cornus sanguinea"
"Eristalis tenax","interactsWith","Origanum vulgare"
"Eristalis tenax","hasHost","Achillea millefolium"
"Eristalis tenax","eats","Plantago media"
"Eristalis tenax","eats","Verbascum blattaria"
"Eristalis tenax","eats","Tanacetum vulgare"
"Eristalis tenax","eats","Bellis perennis"
"Eristalis tenax","eats","Cornus sanguinea"
"Eristalis tenax","eats","Colchicum autumnale"
"Eristalis arbustorum","visitsFlowersOf","Impatiens noli-tangere"
"Eristalis arbustorum","visitsFlowersOf","Parnassia palustris"
"Eristalis arbustorum","visitsFlowersOf","Linaria vulgaris"
"Eristalis arbustorum","visitsFlowersOf","Eupatorium cannabinum"
"Eristalis arbustorum","visitsFlowersOf","Taraxacum officinale"
"Eristalis arbustorum","visitsFlowersOf","Tanacetum vulgare"
"Eristalis arbustorum","visitsFlowersOf","Bellis perennis"
"Eristalis arbustorum","visitsFlowersOf","Mentha aquatica"
"Eristalis arbustorum","visitsFlowersOf","Mentha longifolia"
"Eristalis arbustorum","visitsFlowersOf","Origanum vulgare"
"Eristalis arbustorum","visits","Achillea millefolium"
"Eristalis arbustorum","visits","Erigeron annuus"
"Eristalis arbustorum","visits","Mentha aquatica"
"Eristalis arbustorum","interactsWith","Sedum album"
"Eristalis arbustorum","interactsWith","Asclepias syriaca"
"Eristalis arbustorum","interactsWith","Tanacetum vulgare"
"Eristalis arbustorum","interactsWith","Cirsium arvense"
"Eristalis arbustorum","interactsWith","Euphorbia cyparissias"
"Eristalis arbustorum","interactsWith","Berteroa incana"
"Eristalis arbustorum","interactsWith","Convolvulus arvensis"
"Eristalis arbustorum","hasHost","Achillea millefolium"
"Eristalis arbustorum","hasHost","Erigeron annuus"
"Eristalis arbustorum","eats","Linaria vulgaris"
"Eristalis arbustorum","eats","Cichorium intybus"
"Eristalis arbustorum","eats","Tanacetum parthenium"
"Eristalis arbustorum","eats","Cirsium arvense"
"Eristalis arbustorum","eats","Mentha longifolia"
"Eristalis pertinax","visitsFlowersOf","Euphorbia amygdaloides"
"Eristalis pertinax","visitsFlowersOf","Prunus spinosa"
"Eristalis pertinax","visitsFlowersOf","Filipendula ulmaria"
"Eristalis pertinax","visitsFlowersOf","Equisetum telmateia"
"Eristalis pertinax","visitsFlowersOf","Caltha palustris"
"Eristalis pertinax","visitsFlowersOf","Mentha aquatica"
"Eristalis pertinax","visitsFlowersOf","Campanula glomerata"
"Eristalis pertinax","visitsFlowersOf","Lythrum salicaria"
"Eristalis pertinax","visitsFlowersOf","Aegopodium podagraria"
"Eristalis pertinax","visitsFlowersOf","Chaerophyllum temulum"
"Eristalis pertinax","visitsFlowersOf","Origanum vulgare"
"Eristalis pertinax","visitsFlowersOf","Plantago lanceolata"
"Eristalis pertinax","visitsFlowersOf","Campanula persicifolia"
"Eristalis pertinax","visitsFlowersOf","Sambucus nigra"
"Eristalis pertinax","visitsFlowersOf","Cornus sanguinea"
"Eristalis pertinax","visitsFlowersOf","Nymphaea alba"
"Eristalis pertinax","visitsFlowersOf","Cirsium vulgare"
"Eristalis pertinax","visitsFlowersOf","Cirsium arvense"
"Eristalis pertinax","visitsFlowersOf","Centaurea scabiosa"
"Eristalis pertinax","visitsFlowersOf","Achillea millefolium"
"Eristalis pertinax","visitsFlowersOf","Scabiosa columbaria"
"Eristalis pertinax","visitsFlowersOf","Potentilla erecta"
"Eristalis pertinax","visitsFlowersOf","Allium ursinum"
"Eristalis pertinax","visitsFlowersOf","Cirsium eriophorum"
"Eristalis pertinax","visitsFlowersOf","Succisa pratensis"
"Eristalis pertinax","visitsFlowersOf","Silene latifolia"
"Eristalis pertinax","visitsFlowersOf","Silene dioica"
"Eristalis pertinax","visitsFlowersOf","Ficaria verna"
"Eristalis pertinax","visitsFlowersOf","Cardamine pratensis"
"Eristalis pertinax","visitsFlowersOf","Solidago virgaurea"
"Eristalis pertinax","visits","Prunus spinosa"
"Eristalis pertinax","visits","Origanum vulgare"
"Eristalis pertinax","pollinates","Filipendula ulmaria"
"Eristalis pertinax","pollinates","Trifolium pratense"
"Eristalis pertinax","pollinates","Eupatorium cannabinum"
"Eristalis pertinax","interactsWith","Achillea millefolium"
"Eristalis pertinax","interactsWith","Filipendula ulmaria"
"Eristalis pertinax","interactsWith","Corylus avellana"
"Eristalis pertinax","eats","Aegopodium podagraria"
"Eristalis pertinax","eats","Mentha aquatica"
"Eupeodes luniger","visitsFlowersOf","Galium odoratum"
"Eupeodes luniger","visitsFlowersOf","Prunus spinosa"
"Eupeodes luniger","visitsFlowersOf","Caltha palustris"
"Eupeodes luniger","visitsFlowersOf","Alliaria petiolata"
"Eupeodes luniger","visitsFlowersOf","Mentha aquatica"
"Eupeodes luniger","visitsFlowersOf","Campanula glomerata"
"Eupeodes luniger","visitsFlowersOf","Stellaria media"
"Eupeodes luniger","visitsFlowersOf","Hypericum perforatum"
"Eupeodes luniger","visitsFlowersOf","Malva sylvestris"
"Eupeodes luniger","visitsFlowersOf","Convolvulus arvensis"
"Eupeodes luniger","visitsFlowersOf","Stellaria holostea"
"Eupeodes luniger","visitsFlowersOf","Prunella vulgaris"
"Eupeodes luniger","visitsFlowersOf","Origanum vulgare"
"Eupeodes luniger","visitsFlowersOf","Plantago lanceolata"
"Eupeodes luniger","visitsFlowersOf","Veronica persica"
"Eupeodes luniger","visitsFlowersOf","Veronica officinalis"
"Eupeodes luniger","visitsFlowersOf","Veronica chamaedrys"
"Eupeodes luniger","visitsFlowersOf","Veronica beccabunga"
"Eupeodes luniger","visitsFlowersOf","Campanula persicifolia"
"Eupeodes luniger","visitsFlowersOf","Sambucus nigra"
"Eupeodes luniger","visitsFlowersOf","Cornus sanguinea"
"Eupeodes luniger","visitsFlowersOf","Cirsium vulgare"
"Eupeodes luniger","visitsFlowersOf","Cirsium arvense"
"Eupeodes luniger","visitsFlowersOf","Bellis perennis"
"Eupeodes luniger","visitsFlowersOf","Centaurea scabiosa"
"Eupeodes luniger","visitsFlowersOf","Stellaria nemorum"
"Eupeodes luniger","visitsFlowersOf","Galium aparine"
"Eupeodes luniger","visitsFlowersOf","Cirsium eriophorum"
"Eupeodes luniger","visitsFlowersOf","Silene latifolia"
"Eupeodes luniger","visitsFlowersOf","Geranium robertianum"
"Eupeodes luniger","visitsFlowersOf","Ficaria verna"
"Eupeodes luniger","visitsFlowersOf","Cardamine pratensis"
"Eupeodes luniger","visitsFlowersOf","Lycopus europaeus"
"Eupeodes luniger","visitsFlowersOf","Solidago virgaurea"
"Eupeodes luniger","pollinates","Bistorta vivipara"
"Eupeodes corollae","visitsFlowersOf","Cichorium intybus"
"Sphaerophoria scripta","visitsFlowersOf","Potentilla anserina"
"Sphaerophoria scripta","visitsFlowersOf","Anthyllis vulneraria"
"Sphaerophoria scripta","visitsFlowersOf","Euphorbia amygdaloides"
"Sphaerophoria scripta","visitsFlowersOf","Galium odoratum"
"Sphaerophoria scripta","visitsFlowersOf","Equisetum telmateia"
"Sphaerophoria scripta","visitsFlowersOf","Trifolium pratense"
"Sphaerophoria scripta","visitsFlowersOf","Medicago lupulina"
"Sphaerophoria scripta","visitsFlowersOf","Mentha aquatica"
"Sphaerophoria scripta","visitsFlowersOf","Stellaria media"
"Sphaerophoria scripta","visitsFlowersOf","Hypericum perforatum"
"Sphaerophoria scripta","visitsFlowersOf","Malva sylvestris"
"Sphaerophoria scripta","visitsFlowersOf","Vaccinium myrtillus"
"Sphaerophoria scripta","visitsFlowersOf","Stellaria holostea"
"Sphaerophoria scripta","visitsFlowersOf","Origanum vulgare"
"Sphaerophoria scripta","visitsFlowersOf","Veronica persica"
"Sphaerophoria scripta","visitsFlowersOf","Veronica officinalis"
"Sphaerophoria scripta","visitsFlowersOf","Veronica chamaedrys"
"Sphaerophoria scripta","visitsFlowersOf","Veronica beccabunga"
"Sphaerophoria scripta","visitsFlowersOf","Sonchus oleraceus"
"Sphaerophoria scripta","visitsFlowersOf","Cornus sanguinea"
"Sphaerophoria scripta","visitsFlowersOf","Thymus pulegioides"
"Sphaerophoria scripta","visitsFlowersOf","Eupatorium cannabinum"
"Sphaerophoria scripta","visitsFlowersOf","Cirsium vulgare"
"Sphaerophoria scripta","visitsFlowersOf","Cirsium arvense"
"Sphaerophoria scripta","visitsFlowersOf","Centaurea scabiosa"
"Sphaerophoria scripta","visitsFlowersOf","Potentilla erecta"
"Sphaerophoria scripta","visitsFlowersOf","Galium aparine"
"Sphaerophoria scripta","visitsFlowersOf","Cirsium eriophorum"
"Sphaerophoria scripta","visitsFlowersOf","Succisa pratensis"
"Sphaerophoria scripta","visitsFlowersOf","Silene latifolia"
"Sphaerophoria scripta","visitsFlowersOf","Silene dioica"
"Sphaerophoria scripta","visitsFlowersOf","Centaurium erythraea"
"Sphaerophoria scripta","visitsFlowersOf","Ficaria verna"
"Sphaerophoria scripta","visitsFlowersOf","Alliaria petiolata"
"Sphaerophoria scripta","visitsFlowersOf","Achillea ptarmica"
"Sphaerophoria scripta","visitsFlowersOf","Lycopus europaeus"
"Sphaerophoria scripta","pollinates","Bistorta vivipara"
"Sphaerophoria scripta","pollinates","Trifolium pratense"
"Sphaerophoria scripta","pollinates","Medicago lupulina"
"Sphaerophoria scripta","pollinates","Convolvulus arvensis"
"Sphaerophoria scripta","pollinates","Linum catharticum"
"Sphaerophoria scripta","pollinates","Eupatorium cannabinum"
"Sphaerophoria scripta","pollinates","Erodium cicutarium"
"Sphaerophoria scripta","pollinates","Potentilla erecta"
"Sphaerophoria scripta","pollinates","Solidago virgaurea"
"Sphaerophoria scripta","visitsFlowersOf","Cichorium intybus"
"Sphaerophoria scripta","visitsFlowersOf","Lythrum salicaria"
"Sphaerophoria scripta","visitsFlowersOf","Tanacetum vulgare"
"Sphaerophoria scripta","visits","Lythrum salicaria"
"Sphaerophoria scripta","visits","Erigeron annuus"
"Sphaerophoria scripta","interactsWith","Achillea millefolium"
"Sphaerophoria scripta","interactsWith","Pteridium aquilinum"
"Sphaerophoria scripta","eats","Origanum vulgare"
"Scaeva pyrastri","visitsFlowersOf","Tanacetum vulgare"
"Scaeva pyrastri","visitsFlowersOf","Cirsium arvense"
"Scaeva pyrastri","visitsFlowersOf","Sonchus oleraceus"
"Scaeva pyrastri","visitsFlowersOf","Caltha palustris"
"Scaeva pyrastri","visitsFlowersOf","Mentha aquatica"
"Scaeva pyrastri","visitsFlowersOf","Campanula glomerata"
"Scaeva pyrastri","visitsFlowersOf","Lythrum salicaria"
"Scaeva pyrastri","visitsFlowersOf","Convolvulus arvensis"
"Scaeva pyrastri","visitsFlowersOf","Origanum vulgare"
"Scaeva pyrastri","visitsFlowersOf","Veronica persica"
"Scaeva pyrastri","visitsFlowersOf","Campanula persicifolia"
"Scaeva pyrastri","visitsFlowersOf","Cornus sanguinea"
"Scaeva pyrastri","visitsFlowersOf","Cirsium vulgare"
"Scaeva pyrastri","visitsFlowersOf","Centaurea scabiosa"
"Scaeva pyrastri","visitsFlowersOf","Achillea millefolium"
"Scaeva pyrastri","visitsFlowersOf","Cirsium eriophorum"
"Scaeva pyrastri","visitsFlowersOf","Ficaria verna"
"Scaeva pyrastri","visitsFlowersOf","Solidago virgaurea"
"Scaeva pyrastri","visits","Colchicum autumnale"
"Scaeva pyrastri","pollinates","Eupatorium cannabinum"
"Scaeva pyrastri","interactsWith","Geranium robertianum"
"Scaeva pyrastri","interactsWith","Conium maculatum"
"Scaeva pyrastri","interactsWith","Pteridium aquilinum"
"Scaeva pyrastri","eats","Achillea millefolium"
"Scaeva pyrastri","eats","Convolvulus arvensis"
"Scaeva pyrastri","visitsFlowersOf","Mentha longifolia"
"Scaeva pyrastri","visits","Centaurea cyanus"
"Scaeva pyrastri","interactsWith","Berteroa incana"
"Scaeva pyrastri","eats","Dianthus carthusianorum"
"Scaeva pyrastri","eats","Erigeron annuus"
"Scaeva pyrastri","eats","Colchicum autumnale"
"Scaeva selenitica","visitsFlowersOf","Centaurea scabiosa"
"Scaeva selenitica","pollinates","Solidago virgaurea"
"Syrphus ribesii","visitsFlowersOf","Dipsacus fullonum"
"Syrphus ribesii","visitsFlowersOf","Euphorbia amygdaloides"
"Syrphus ribesii","visitsFlowersOf","Filipendula ulmaria"
"Syrphus ribesii","visitsFlowersOf","Lapsana communis"
"Syrphus ribesii","visitsFlowersOf","Tussilago farfara"
"Syrphus ribesii","visitsFlowersOf","Vicia sylvatica"
"Syrphus ribesii","visitsFlowersOf","Vicia villosa"
"Syrphus ribesii","visitsFlowersOf","Vicia sepium"
"Syrphus ribesii","visitsFlowersOf","Vicia sativa"
"Syrphus ribesii","visitsFlowersOf","Prunus spinosa"
"Syrphus ribesii","visitsFlowersOf","Caltha palustris"
"Syrphus ribesii","visitsFlowersOf","Mentha aquatica"
"Syrphus ribesii","visitsFlowersOf","Campanula glomerata"
"Syrphus ribesii","visitsFlowersOf","Stellaria media"
"Syrphus ribesii","visitsFlowersOf","Convolvulus arvensis"
"Syrphus ribesii","visitsFlowersOf","Stellaria holostea"
"Syrphus ribesii","visitsFlowersOf","Campanula persicifolia"
"Syrphus ribesii","visitsFlowersOf","Dipsacus pilosus"
"Syrphus ribesii","visitsFlowersOf","Sonchus oleraceus"
"Syrphus ribesii","visitsFlowersOf","Sambucus nigra"
"Syrphus ribesii","visitsFlowersOf","Cornus sanguinea"
"Syrphus ribesii","visitsFlowersOf","Cirsium vulgare"
"Syrphus ribesii","visitsFlowersOf","Cirsium arvense"
"Syrphus ribesii","visitsFlowersOf","Centaurea scabiosa"
"Syrphus ribesii","visitsFlowersOf","Achillea millefolium"
"Syrphus ribesii","visitsFlowersOf","Stellaria nemorum"
"Syrphus ribesii","visitsFlowersOf","Allium ursinum"
"Syrphus ribesii","visitsFlowersOf","Cirsium eriophorum"
"Syrphus ribesii","visitsFlowersOf","Succisa pratensis"
"Syrphus ribesii","visitsFlowersOf","Silene latifolia"
"Syrphus ribesii","visitsFlowersOf","Silene dioica"
"Syrphus ribesii","visitsFlowersOf","Lamiastrum galeobdolon"
"Syrphus ribesii","visitsFlowersOf","Ficaria verna"
"Syrphus ribesii","visitsFlowersOf","Lamium maculatum"
"Syrphus ribesii","visitsFlowersOf","Lamium album"
"Syrphus ribesii","visitsFlowersOf","Lycopus europaeus"
"Syrphus ribesii","visitsFlowersOf","Primula acaulis"
"Syrphus ribesii","pollinates","Cirsium vulgare"
"Syrphus ribesii","pollinates","Potentilla erecta"
"Syrphus ribesii","visitsFlowersOf","Taraxacum officinale"
"Syrphus ribesii","visits","Achillea millefolium"
"Syrphus vitripennis","visitsFlowersOf","Impatiens noli-tangere"
"Syrphus vitripennis","visitsFlowersOf","Tanacetum vulgare"
"Episyrphus balteatus","visitsFlowersOf","Impatiens noli-tangere"
"Episyrphus balteatus","visitsFlowersOf","Impatiens parviflora"
"Episyrphus balteatus","visitsFlowersOf","Impatiens glandulifera"
"Episyrphus balteatus","visitsFlowersOf","Dianthus carthusianorum"
"Episyrphus balteatus","visitsFlowersOf","Centaurium erythraea"
"Episyrphus balteatus","visitsFlowersOf","Taraxacum officinale"
"Episyrphus balteatus","visitsFlowersOf","Lythrum salicaria"
"Episyrphus balteatus","visitsFlowersOf","Tussilago farfara"
"Episyrphus balteatus","visitsFlowersOf","Cirsium oleraceum"
"Episyrphus balteatus","visitsFlowersOf","Centaurea cyanus"
"Episyrphus balteatus","visitsFlowersOf","Butomus umbellatus"
"Episyrphus balteatus","visits","Ficaria verna"
"Episyrphus balteatus","visits","Campanula persicifolia"
"Episyrphus balteatus","visits","Erigeron annuus"
"Episyrphus balteatus","visits","Cirsium oleraceum"
"Episyrphus balteatus","pollinates","Cichorium intybus"
"Episyrphus balteatus","interactsWith","Ficaria verna"
"Episyrphus balteatus","interactsWith","Campanula persicifolia"
"Episyrphus balteatus","interactsWith","Cichorium intybus"
"Episyrphus balteatus","interactsWith","Malva sylvestris"
"Episyrphus balteatus","interactsWith","Achillea millefolium"
"Episyrphus balteatus","interactsWith","Cirsium oleraceum"
"Episyrphus balteatus","interactsWith","Verbena officinalis"
"Episyrphus balteatus","interactsWith","Sambucus ebulus"
"Episyrphus balteatus","interactsWith","Episyrphus balteatus"
"Episyrphus balteatus","eats","Cichorium intybus"
"Episyrphus balteatus","eats","Malva sylvestris"
"Episyrphus balteatus","eats","Tanacetum vulgare"
"Episyrphus balteatus","eats","Erigeron annuus"
"Episyrphus balteatus","eats","Cirsium vulgare"
"Episyrphus balteatus","eats","Origanum vulgare"
"Episyrphus balteatus","eats","Corylus avellana"
"Chrysotoxum bicinctum","visitsFlowersOf","Convolvulus arvensis"
"Chrysotoxum bicinctum","visitsFlowersOf","Galium odoratum"
"Chrysotoxum bicinctum","visitsFlowersOf","Lotus corniculatus"
"Chrysotoxum bicinctum","visitsFlowersOf","Mentha aquatica"
"Chrysotoxum bicinctum","visitsFlowersOf","Origanum vulgare"
"Chrysotoxum bicinctum","visitsFlowersOf","Helianthemum nummularium"
"Chrysotoxum bicinctum","visitsFlowersOf","Eupatorium cannabinum"
"Chrysotoxum bicinctum","visitsFlowersOf","Cirsium vulgare"
"Chrysotoxum bicinctum","visitsFlowersOf","Cirsium arvense"
"Chrysotoxum bicinctum","visitsFlowersOf","Centaurea scabiosa"
"Chrysotoxum bicinctum","visitsFlowersOf","Achillea millefolium"
"Chrysotoxum bicinctum","visitsFlowersOf","Potentilla erecta"
"Chrysotoxum bicinctum","visitsFlowersOf","Galium aparine"
"Chrysotoxum bicinctum","visitsFlowersOf","Cirsium eriophorum"
"Chrysotoxum bicinctum","visitsFlowersOf","Ficaria verna"
"Chrysotoxum bicinctum","pollinates","Arnica montana"
"Chrysotoxum cautum","visitsFlowersOf","Lotus corniculatus"
"Chrysotoxum cautum","visitsFlowersOf","Onobrychis viciifolia"
"Chrysotoxum cautum","visitsFlowersOf","Prunus spinosa"
"Chrysotoxum cautum","visitsFlowersOf","Mentha aquatica"
"Chrysotoxum cautum","visitsFlowersOf","Cornus sanguinea"
"Chrysotoxum cautum","visitsFlowersOf","Centaurea scabiosa"
"Chrysotoxum cautum","visitsFlowersOf","Ficaria verna"
"Chrysotoxum verralli","visitsFlowersOf","Origanum vulgare"
"Chrysotoxum verralli","visitsFlowersOf","Cirsium vulgare"
"Chrysotoxum verralli","visitsFlowersOf","Cirsium arvense"
"Chrysotoxum verralli","visitsFlowersOf","Cirsium eriophorum"
"Paragus haemorrhous","visitsFlowersOf","Lotus corniculatus"
"Paragus haemorrhous","visitsFlowersOf","Veronica persica"
"Paragus haemorrhous","visitsFlowersOf","Medicago lupulina"
"Paragus haemorrhous","interactsWith","Achillea millefolium"
"Paragus haemorrhous","interactsWith","Sonchus oleraceus"
"Paragus haemorrhous","eats","Bellis perennis"
"Paragus haemorrhous","eats","Medicago lupulina"
"Paragus haemorrhous","eats","Origanum vulgare"
"Paragus pecchiolii","visitsFlowersOf","Erigeron annuus"
"Meliscaeva auricollis","visitsFlowersOf","Lapsana communis"
"Meliscaeva auricollis","visitsFlowersOf","Tussilago farfara"
"Meliscaeva auricollis","visitsFlowersOf","Trifolium repens"
"Meliscaeva auricollis","visitsFlowersOf","Trifolium pratense"
"Meliscaeva auricollis","visitsFlowersOf","Prunus spinosa"
"Meliscaeva auricollis","visitsFlowersOf","Alliaria petiolata"
"Meliscaeva auricollis","visitsFlowersOf","Chaerophyllum temulum"
"Meliscaeva auricollis","visitsFlowersOf","Origanum vulgare"
"Meliscaeva auricollis","visitsFlowersOf","Cirsium vulgare"
"Meliscaeva auricollis","visitsFlowersOf","Cirsium arvense"
"Meliscaeva auricollis","visitsFlowersOf","Cirsium eriophorum"
"Meliscaeva auricollis","visitsFlowersOf","Silene latifolia"
"Meliscaeva auricollis","visitsFlowersOf","Silene dioica"
"Meliscaeva auricollis","visitsFlowersOf","Ficaria verna"
"Meliscaeva auricollis","visitsFlowersOf","Papaver rhoeas"
"Meliscaeva auricollis","visitsFlowersOf","Daphne mezereum"
"Pipizella viduata","visitsFlowersOf","Galium odoratum"
"Pipizella viduata","visitsFlowersOf","Aegopodium podagraria"
"Pipizella viduata","visitsFlowersOf","Helianthemum nummularium"
"Pipizella viduata","visitsFlowersOf","Potentilla erecta"
"Pipizella viduata","visitsFlowersOf","Galium aparine"
"Pipizella viduata","visitsFlowersOf","Ficaria verna"
"Pipizella viduata","pollinates","Potentilla erecta"
"Graphomya maculata","visitsFlowersOf","Cornus sanguinea"
"Graphomya maculata","visitsFlowersOf","Mentha longifolia"
"Apis mellifera","visitsFlowersOf","Impatiens noli-tangere"
"Apis mellifera","visitsFlowersOf","Cardamine pratensis"
"Apis mellifera","visitsFlowersOf","Gentiana asclepiadea"
"Apis mellifera","visitsFlowersOf","Solidago virgaurea"
"Apis mellifera","visitsFlowersOf","Teucrium chamaedrys"
"Apis mellifera","visitsFlowersOf","Arnica montana"
"Apis mellifera","visitsFlowersOf","Argentina anserina"
"Apis mellifera","visitsFlowersOf","Iris pseudacorus"
"Apis mellifera","visitsFlowersOf","Lathraea squamaria"
"Apis mellifera","visitsFlowersOf","Ailanthus altissima"
"Apis mellifera","visitsFlowersOf","Ambrosia artemisiifolia"
"Apis mellifera","visitsFlowersOf","Tripolium pannonicum"
"Apis mellifera","visitsFlowersOf","Cornus mas"
"Apis mellifera","visitsFlowersOf","Conium maculatum"
"Apis mellifera","visitsFlowersOf","Eryngium maritimum"
"Apis mellifera","visitsFlowersOf","Medicago lupulina"
"Apis mellifera","visitsFlowersOf","Mentha longifolia"
"Apis mellifera","visitsFlowersOf","Verbena officinalis"
"Apis mellifera","visitsFlowersOf","Dipsacus fullonum"
